300000;-87.18289841;-123.6961915
2099970;-72.51496686;-133.6066239
3899940;-79.28006229;118.6934199
5699910;-86.70785014;-27.95951311
7499880;-95.37445614;-122.7070808
9299850;-86.78193492;149.8638855
11099820;-83.81912907;73.15490648
12899790;-80.85644766;-0.502841342
14699760;-78.34115001;-53.63256825
16499730;-75.69065755;-120.8299177
18299700;-75.60566325;171.0570336
20099670;-75.44908963;120.7226575
21899640;-72.55663734;76.50918578
23699610;-71.70807637;17.71828035
25499580;-68.76260221;-35.34991377
27299550;-62.75178615;-107.412747
29099520;-64.23608916;178.2558681
30899490;-64.19884893;121.3733106
32699460;-63.47403843;66.29902704
34499430;-62.48335876;12.10756993
36299400;-61.29108422;-41.76035977
38099370;-59.94089222;-95.81790469
39899340;-58.50934438;-150.0877342
41699310;-57.1579156;155.4575359
43499280;-55.69831593;101.4108357
45299250;-54.23597877;46.7796811
47099220;-52.8651482;-8.24201377
48899190;-51.53314331;-63.19666307
50699160;-50.22060848;-118.1095417
52499130;-48.91642586;-173.2073163
54299100;-47.66097827;131.1627294
56099070;-46.3920483;75.81968954
57899040;-45.11427624;19.17408562
59699010;-44.00865333;-38.47922453
61498980;-43.04683256;-95.96985327
63298950;-42.21806609;-153.8117029
65098920;-41.57531761;148.3452788
66898890;-41.09061354;91.18028749
68698860;-40.71137484;34.60812177
70498830;-40.42677322;-21.04828962
72298800;-40.15065886;-75.63690578
74098770;-39.85137194;-129.4476105
75898740;-39.50724963;177.5362798
77698710;-39.07758003;125.035894
79498680;-38.55025134;73.05051354
81298650;-37.90403245;21.2297921
83098620;-37.13132441;-30.60663537
84898590;-36.23875157;-82.66429394
86698560;-35.22777497;-135.1083994
88498530;-34.09883101;171.8531672
90298500;-32.85814929;117.989961
92098470;-31.50910144;63.03603741
93898440;-30.0618831;6.499382201
95698410;-28.57536801;-52.28044174
97498380;-27.19345627;-114.0764333
99298350;-26.22290292;-178.9747642
101098320;-25.95429686;114.9169688
102898290;-26.36582611;50.51773117
104698260;-27.14293018;-10.53496211
106498230;-27.99286826;-68.43389088
108298200;-28.76888734;-124.0088655
110098170;-29.42596643;-177.9937274
