6.235	-33.37274671
6.235002	-33.417333
6.235004	-33.37063509
6.235006	-33.38921672
6.235008	-33.32529483
6.23501	-33.37188073
6.235012	-33.41129696
6.235014	-33.37414703
6.235016	-33.37569356
6.235018	-33.39610576
6.23502	-33.39677755
6.235022	-33.39212111
6.235024	-33.38005501
6.235026	-33.36576552
6.235028	-33.4071865
6.23503	-33.37235785
6.235032	-33.40635703
6.235034	-33.34871212
6.235036	-33.42210103
6.235038	-33.3176498
6.23504	-33.42199939
6.235042	-33.38614026
6.235044	-33.36054255
6.235046	-33.33122474
6.235048	-33.3635911
6.23505	-33.413855
6.235052	-33.34148098
6.235054	-33.40950587
6.235056	-33.34296869
6.235058	-33.40111775
6.23506	-33.39607761
6.235062	-33.38256851
6.235064	-33.39660361
6.235066	-33.38950005
6.235068	-33.40834727
6.23507	-33.38285602
6.235072	-33.38436172
6.235074	-33.38227961
6.235076	-33.40183113
6.235078	-33.33531428
6.23508	-33.4137514
6.235082	-33.42224036
6.235084	-33.40199335
6.235086	-33.3533215
6.235088	-33.35311629
6.23509	-33.36934009
6.235092	-33.35109769
6.235094	-33.37067228
6.235096	-33.39105271
6.235098	-33.38221789
6.2351	-33.35332686
6.235102	-33.40938571
6.235104	-33.38002106
6.235106	-33.39572818
6.235108	-33.38147195
6.23511	-33.39530891
6.235112	-33.35977876
6.235114	-33.40689414
6.235116	-33.35785817
6.235118	-33.40475148
6.23512	-33.38997231
6.235122	-33.39456406
6.235124	-33.38882466
6.235126	-33.38086016
6.235128	-33.41906606
6.23513	-33.38019519
6.235132	-33.42856854
6.235134	-33.38829258
6.235136	-33.41952018
6.235138	-33.36340665
6.23514	-33.41516515
6.235142	-33.40072393
6.235144	-33.38853174
6.235146	-33.37410536
6.235148	-33.36458433
6.23515	-33.38704764
6.235152	-33.41008705
6.235154	-33.34490687
6.235156	-33.39222969
6.235158	-33.36586063
6.23516	-33.35995636
6.235162	-33.42247271
6.235164	-33.35843337
6.235166	-33.43485619
6.235168	-33.35291668
6.23517	-33.42214061
6.235172	-33.39305069
6.235174	-33.38308486
6.235176	-33.39358891
6.235178	-33.39636179
6.23518	-33.4200857
6.235182	-33.38739159
6.235184	-33.41586309
6.235186	-33.43001545
6.235188	-33.37087053
6.23519	-33.37737666
6.235192	-33.37921292
6.235194	-33.38096908
6.235196	-33.39610308
6.235198	-33.37797942
6.2352	-33.35877363
6.235202	-33.40976306
6.235204	-33.3835605
6.235206	-33.41138494
6.235208	-33.37436903
6.23521	-33.37552954
6.235212	-33.35114325
6.235214	-33.43307753
6.235216	-33.42140364
6.235218	-33.40563628
6.23522	-33.38071307
6.235222	-33.37855461
6.235224	-33.37264776
6.235226	-33.38518841
6.235228	-33.36584672
6.23523	-33.35810863
6.235232	-33.40909158
6.235234	-33.39576268
6.235236	-33.43107881
6.235238	-33.37905226
6.23524	-33.38949604
6.235242	-33.35663155
6.235244	-33.39609786
6.235246	-33.43624478
6.235248	-33.38305449
6.23525	-33.43186861
6.235252	-33.38449279
6.235254	-33.32847099
6.235256	-33.34657309
6.235258	-33.37996494
6.23526	-33.39630044
6.235262	-33.38726437
6.235264	-33.377547
6.235266	-33.39961121
6.235268	-33.33406884
6.23527	-33.39417722
6.235272	-33.39076418
6.235274	-33.40096106
6.235276	-33.3644411
6.235278	-33.39311228
6.23528	-33.37597678
6.235282	-33.36536816
6.235284	-33.38257382
6.235286	-33.39922486
6.235288	-33.3905799
6.23529	-33.33843205
6.235292	-33.38044852
6.235294	-33.3533628
6.235296	-33.40181468
6.235298	-33.36380528
6.2353	-33.38624009
6.235302	-33.35287345
6.235304	-33.35852115
6.235306	-33.38341313
6.235308	-33.42082034
6.23531	-33.39920839
6.235312	-33.35324007
6.235314	-33.42009534
6.235316	-33.33505813
6.235318	-33.42470555
6.23532	-33.35360747
6.235322	-33.39904277
6.235324	-33.36652917
6.235326	-33.39673141
6.235328	-33.35928506
6.23533	-33.37888655
6.235332	-33.39594857
6.235334	-33.38043901
6.235336	-33.39962205
6.235338	-33.37682295
6.23534	-33.40228638
6.235342	-33.35563342
6.235344	-33.38603324
6.235346	-33.33811458
6.235348	-33.40730112
6.23535	-33.39491549
6.235352	-33.3805422
6.235354	-33.37420745
6.235356	-33.39296218
6.235358	-33.37761583
6.23536	-33.34721724
6.235362	-33.4054248
6.235364	-33.34245358
6.235366	-33.40148085
6.235368	-33.35794388
6.23537	-33.40793758
6.235372	-33.33963242
6.235374	-33.39685266
6.235376	-33.38491431
6.235378	-33.42405399
6.23538	-33.38126876
6.235382	-33.33500592
6.235384	-33.38497242
6.235386	-33.37368137
6.235388	-33.38047908
6.23539	-33.34292671
6.235392	-33.38760346
6.235394	-33.37908133
6.235396	-33.3827229
6.235398	-33.3844599
6.2354	-33.37346527
6.235402	-33.37602241
6.235404	-33.40525361
6.235406	-33.40014403
6.235408	-33.35348808
6.23541	-33.3716881
6.235412	-33.36061505
6.235414	-33.37844527
6.235416	-33.36891428
6.235418	-33.37034103
6.23542	-33.34163571
6.235422	-33.4051353
6.235424	-33.37056594
6.235426	-33.35494596
6.235428	-33.37329198
6.23543	-33.39172398
6.235432	-33.350793
6.235434	-33.38010914
6.235436	-33.38291536
6.235438	-33.40636789
6.23544	-33.35220582
6.235442	-33.37440216
6.235444	-33.39363186
6.235446	-33.37142703
6.235448	-33.3765688
6.23545	-33.34369887
6.235452	-33.39519924
6.235454	-33.36652537
6.235456	-33.35867793
6.235458	-33.34413378
6.23546	-33.36677134
6.235462	-33.31759665
6.235464	-33.36514032
6.235466	-33.33108053
6.235468	-33.34758267
6.23547	-33.39314672
6.235472	-33.35351449
6.235474	-33.35863998
6.235476	-33.37436453
6.235478	-33.3737668
6.23548	-33.3552058
6.235482	-33.38038759
6.235484	-33.38782233
6.235486	-33.37677196
6.235488	-33.42405934
6.23549	-33.38758814
6.235492	-33.34083112
6.235494	-33.34816371
6.235496	-33.40374895
6.235498	-33.34211166
6.2355	-33.35607248
6.235502	-33.34540617
6.235504	-33.35523151
6.235506	-33.35994969
6.235508	-33.34585746
6.23551	-33.3440817
6.235512	-33.37197376
6.235514	-33.3293708
6.235516	-33.35039674
6.235518	-33.3612743
6.23552	-33.36703516
6.235522	-33.38003913
6.235524	-33.35719252
