1;-93.03851159
1.0009;-93.61709323
1.0018;-87.88420395
1.0027;-93.2610575
1.0036;-91.56758544
1.0045;-89.91215294
1.0054;-85.50194371
1.0063;-95.44804019
1.0072;-97.50378729
1.0081;-100.1210142
1.009;-99.71187667
1.0099;-88.3448048
1.0108;-91.14552625
1.0117;-126.0572019
1.0126;-91.31380601
1.0135;-85.85135635
1.0144;-95.60984062
1.0153;-93.53373992
1.0162;-83.50620064
1.0171;-99.30152799
1.018;-89.05287718
1.0189;-81.54190769
1.0198;-92.20090139
1.0207;-88.55764539
1.0216;-85.567457
1.0225;-97.76976685
1.0234;-92.34799849
1.0243;-98.40417658
1.0252;-89.78293864
1.0261;-93.31021165
1.027;-88.19032434
1.0279;-91.03839688
1.0288;-89.80269037
1.0297;-96.17065999
1.0306;-102.1502805
1.0315;-98.01135773
1.0324;-86.73271482
1.0333;-93.16770871
1.0342;-86.57172194
1.0351;-88.97029526
1.036;-92.18690632
1.0369;-87.70166366
1.0378;-89.55044962
1.0387;-84.52631654
1.0396;-86.15260769
1.0405;-84.06211869
1.0414;-86.5233904
1.0423;-89.44881601
1.0432;-89.75425787
1.0441;-85.57387774
1.045;-89.54620904
1.0459;-82.16359501
1.0468;-94.46620708
1.0477;-87.09872694
1.0486;-89.11210042
1.0495;-99.80043606
1.0504;-100.0342094
1.0513;-84.37148389
1.0522;-90.79935707
1.0531;-95.0579079
1.054;-91.70939536
1.0549;-94.07274622
1.0558;-85.92197628
1.0567;-85.68052363
1.0576;-87.08470729
1.0585;-82.22206753
1.0594;-95.02642686
1.0603;-91.18901362
1.0612;-89.08097429
1.0621;-92.03146008
1.063;-86.6593754
1.0639;-85.60133814
1.0648;-90.41971318
1.0657;-87.5683539
1.0666;-87.09599725
1.0675;-87.92738436
1.0684;-85.53786903
1.0693;-87.92906413
1.0702;-86.80550475
1.0711;-88.18494021
1.072;-92.49646846
1.0729;-86.47519687
1.0738;-85.54992999
1.0747;-84.59506712
1.0756;-86.1054536
1.0765;-87.12177355
1.0774;-85.6178105
1.0783;-91.34440352
1.0792;-85.75912589
1.0801;-89.5858339
1.081;-86.71905333
1.0819;-92.78029693
1.0828;-102.2092554
1.0837;-93.65961953
1.0846;-99.60772506
1.0855;-86.19337127
1.0864;-88.61028617
1.0873;-90.46267537
1.0882;-89.82364412
1.0891;-84.98972299
1.09;-97.60132645
1.0909;-100.1026907
1.0918;-86.86666504
1.0927;-88.33304557
1.0936;-84.93007671
1.0945;-89.01696898
1.0954;-84.56346742
1.0963;-95.33572983
1.0972;-85.31887428
1.0981;-84.52893713
1.099;-90.56058184
1.0999;-85.74685447
1.1008;-83.86208631
1.1017;-90.75362434
1.1026;-87.52276127
1.1035;-87.55533002
1.1044;-85.4957644
1.1053;-86.98617572
1.1062;-90.57954039
1.1071;-96.34068641
1.108;-85.29212143
1.1089;-85.79264712
1.1098;-93.03084006
1.1107;-95.03909633
1.1116;-86.79067237
1.1125;-89.88049147
1.1134;-86.7930863
1.1143;-85.33692264
1.1152;-87.13139106
1.1161;-87.36262296
1.117;-84.53646971
1.1179;-83.86908688
1.1188;-83.47494219
1.1197;-81.94020519
1.1206;-82.86078842
1.1215;-79.53440278
1.1224;-80.16767807
1.1233;-81.11688256
1.1242;-82.35583286
1.1251;-81.20011678
1.126;-78.78334483
1.1269;-77.70774571
1.1278;-79.85802353
1.1287;-79.38309073
1.1296;-76.66123816
1.1305;-79.74829937
1.1314;-77.35359588
1.1323;-77.98071919
1.1332;-76.39956966
1.1341;-78.9845973
1.135;-76.67601509
1.1359;-78.67022653
1.1368;-80.28113471
1.1377;-76.31338365
1.1386;-80.10964255
1.1395;-75.39520562
1.1404;-77.14839921
1.1413;-77.81514661
1.1422;-77.22342353
1.1431;-78.79964215
1.144;-78.77881425
1.1449;-79.27739806
1.1458;-78.46805075
1.1467;-81.51424161
1.1476;-79.51440975
1.1485;-76.24770926
1.1494;-75.36943229
1.1503;-78.03579816
1.1512;-76.87946068
1.1521;-77.84414179
1.153;-76.63917345
1.1539;-76.54483037
1.1548;-74.86627679
1.1557;-76.48709926
1.1566;-75.47047786
1.1575;-76.14857538
1.1584;-74.51979599
1.1593;-75.11177726
1.1602;-75.24324559
1.1611;-74.64264751
1.162;-74.94373579
1.1629;-75.93267143
1.1638;-76.44580404
1.1647;-75.31164555
1.1656;-75.08076504
1.1665;-75.03129877
1.1674;-74.16646908
1.1683;-74.81948344
1.1692;-75.07672901
1.1701;-73.15721993
1.171;-73.7623091
1.1719;-73.35400941
1.1728;-73.87317101
1.1737;-73.32335122
1.1746;-74.53144171
1.1755;-74.53076593
1.1764;-75.64272682
1.1773;-78.71367325
1.1782;-78.00134048
1.1791;-76.64623826
1.18;-77.59563821
1.1809;-75.84840471
1.1818;-77.41528923
1.1827;-79.30146991
1.1836;-77.19510576
1.1845;-77.671641
1.1854;-76.98309273
