4;-69.52341838
4.0004;-69.39947567
4.0008;-69.72665238
4.0012;-68.99537783
4.0016;-68.78485904
4.002;-69.13408121
4.0024;-69.44013858
4.0028;-69.3264577
4.0032;-69.61554333
4.0036;-68.72066386
4.004;-69.34101843
4.0044;-69.01759285
4.0048;-69.4834796
4.0052;-68.62810696
4.0056;-69.19201865
4.006;-69.10838728
4.0064;-69.07167944
4.0068;-69.3716846
4.0072;-68.62055303
4.0076;-69.70007663
4.008;-69.42662408
4.0084;-68.78873487
4.0088;-69.34089821
4.0092;-69.18205158
4.0096;-68.57750422
4.01;-68.90712234
4.0104;-69.10576065
4.0108;-68.77812547
4.0112;-68.98764356
4.0116;-68.59099905
4.012;-69.20384416
4.0124;-68.37440442
4.0128;-69.07395798
4.0132;-69.65611946
4.0136;-68.73732506
4.014;-68.98312851
4.0144;-68.82492326
4.0148;-69.53226287
4.0152;-69.25375805
4.0156;-68.45504954
4.016;-68.72066753
4.0164;-68.65565143
4.0168;-68.08666537
4.0172;-69.03046469
4.0176;-68.76614708
4.018;-68.61242448
4.0184;-68.48831842
4.0188;-68.19216477
4.0192;-68.46231672
4.0196;-68.68984293
4.02;-67.89955494
4.0204;-68.36418879
4.0208;-68.89696736
4.0212;-69.35813391
4.0216;-68.47346155
4.022;-67.70462785
4.0224;-68.18110038
4.0228;-67.7597201
4.0232;-67.6476626
4.0236;-68.31536384
4.024;-68.05209075
4.0244;-68.71650783
4.0248;-68.14095142
4.0252;-68.66759462
4.0256;-68.03193684
4.026;-68.55176003
4.0264;-68.15232038
4.0268;-68.21448324
4.0272;-67.91897621
4.0276;-67.37982801
4.028;-67.87963689
4.0284;-67.62302144
4.0288;-68.43964162
4.0292;-66.93776275
4.0296;-67.47723043
4.03;-67.45124976
4.0304;-67.35175654
4.0308;-67.71675245
4.0312;-67.2256969
4.0316;-66.98322294
4.032;-67.09687425
4.0324;-66.73532025
4.0328;-67.19720805
4.0332;-66.83246842
4.0336;-67.24007137
4.034;-66.50330576
4.0344;-66.70649297
4.0348;-66.08931427
4.0352;-66.29626614
4.0356;-67.45617463
4.036;-66.4318374
4.0364;-66.62748512
4.0368;-66.77689627
4.0372;-66.56656565
4.0376;-66.75831653
4.038;-66.26019532
4.0384;-65.95908855
4.0388;-66.26394523
4.0392;-66.15808965
4.0396;-66.08820086
4.04;-66.3061346
4.0404;-65.82551923
4.0408;-66.34269811
4.0412;-65.97382779
4.0416;-66.42626857
4.042;-65.55891621
4.0424;-66.33226965
4.0428;-66.15615756
4.0432;-66.47856639
4.0436;-66.35103192
4.044;-65.98140814
4.0444;-66.3814603
4.0448;-65.75608373
4.0452;-66.42661649
4.0456;-66.16806507
4.046;-66.07171859
4.0464;-66.08858535
4.0468;-66.18419549
4.0472;-65.49222242
4.0476;-66.22424332
4.048;-65.81902957
4.0484;-65.6319024
4.0488;-65.77166377
4.0492;-66.3891419
4.0496;-66.22724635
4.05;-65.57796975
4.0504;-66.00960504
4.0508;-66.05962573
4.0512;-66.30707291
4.0516;-66.33940257
4.052;-65.99375829
4.0524;-66.04321148
4.0528;-65.89510901
4.0532;-66.21647378
4.0536;-65.76999308
