f Amp Fase
1960000000.0 -14.067302173957454 27.6507405015
1960004000.40004 -14.064996699512033 27.4236476415
1960008000.80008 -14.059479182385648 27.2897294752
1960012001.20012 -14.052526836558648 27.3016723084
1960016001.6001601 -14.069231676761282 27.0622662765
1960020002.0002 -14.068663399996437 27.2680947311
1960024002.40024 -14.069313509056556 26.8827740178
1960028002.80028 -14.077633967673197 26.8918316285
1960032003.20032 -14.071390537603728 26.7871454641
1960036003.6003602 -14.058444564647026 26.4929286038
1960040004.0004 -14.08389203453259 26.3081866981
1960044004.40044 -14.073752884266126 26.4319889473
1960048004.8004801 -14.065423493544376 26.320378207
1960052005.20052 -14.074636487293457 26.2194820288
1960056005.60056 -14.06620992774842 26.0908381933
1960060006.0006 -14.064353417227185 26.0686775168
1960064006.40064 -14.071639930943935 25.9856185406
1960068006.8006802 -14.059690326152946 25.9759309578
1960072007.20072 -14.065567789754919 25.6881484203
1960076007.60076 -14.061620384164984 25.6661538537
1960080008.0008001 -14.05289082054763 25.3870276527
1960084008.40084 -14.066657043371421 25.4062868201
1960088008.8008802 -14.055371397332685 25.1777981572
1960092009.20092 -14.05491606488142 25.2419055003
1960096009.60096 -14.064067981637962 25.1907380285
1960100010.0010002 -14.06453425822334 25.3009479622
1960104010.40104 -14.070111609456896 24.9110205309
1960108010.8010802 -14.069223591529363 25.0035833077
1960112011.2011201 -14.069405427319893 24.7939758852
1960116011.60116 -14.043959295023651 24.689228974
1960120012.0012002 -14.054129903989818 24.6501154454
1960124012.40124 -14.055410581899253 24.4262367902
1960128012.80128 -14.066610475041529 24.2412467571
1960132013.2013202 -14.070544021786732 24.2114393073
1960136013.60136 -14.085567188887158 24.1014880843
1960140014.0014002 -14.06167540580103 23.8920871188
1960144014.4014401 -14.064109593805602 23.9632538539
1960148014.80148 -14.071385843452953 23.8528673677
1960152015.2015202 -14.060500633664997 23.9710988567
1960156015.60156 -14.066228048390466 23.7050964273
1960160016.0016003 -14.064721536428772 23.6000296317
1960164016.4016402 -14.066533282869283 23.359896707
1960168016.80168 -14.053505661840154 23.3618137257
1960172017.2017202 -14.071728891183078 23.2580231005
