"Freq [GHz]","dB(St(2,1)) []"
5,-8.26095172696465
5.00010000500025,-8.26339657826399
5.0002000100005,-8.26584108139815
5.00030001500075,-8.26828523416108
5.000400020001,-8.27072903434402
5.00050002500125,-8.27317247973563
5.0006000300015,-8.27561556812188
5.00070003500175,-8.27805829728598
5.000800040002,-8.28050066500854
5.00090004500225,-8.28294266906751
5.0010000500025,-8.28538430723813
5.00110005500275,-8.28782557729299
5.001200060003,-8.290266477002
5.00130006500325,-8.2927070041325
5.0014000700035,-8.29514715644899
5.00150007500375,-8.29758693171348
5.001600080004,-8.30002632768521
5.00170008500425,-8.30246534212088
5.0018000900045,-8.30490397277437
5.00190009500475,-8.307342217397
5.002000100005,-8.30978007373746
5.00210010500525,-8.31221753954179
5.0022001100055,-8.31465461255331
5.00230011500575,-8.31709129051271
5.002400120006,-8.31952757115812
5.00250012500625,-8.3219634522249
5.0026001300065,-8.32439893144584
5.00270013500675,-8.3268340065511
5.002800140007,-8.32926867526814
5.00290014500725,-8.33170293532186
5.0030001500075,-8.33413678443445
5.00310015500775,-8.33657022032554
5.003200160008,-8.33900324071203
5.00330016500825,-8.34143584330831
5.0034001700085,-8.34386802582601
5.00350017500875,-8.34629978597426
5.003600180009,-8.34873112145943
5.00370018500925,-8.35116202998543
5.0038001900095,-8.35359250925341
5.00390019500975,-8.35602255696199
5.00400020001,-8.3584521708071
5.00410020501025,-8.36088134848207
5.0042002100105,-8.36331008767769
5.00430021501075,-8.36573838608205
5.004400220011,-8.36816624138069
5.00450022501125,-8.37059365125649
5.0046002300115,-8.37302061338978
5.00470023501175,-8.37544712545828
5.004800240012,-8.37787318513702
5.00490024501225,-8.38029879009857
5.0050002500125,-8.38272393801282
5.00510025501275,-8.38514862654703
5.005200260013,-8.38757285336596
5.00530026501325,-8.38999661613177
5.0054002700135,-8.39241991250399
5.00550027501375,-8.39484274013951
5.005600280014,-8.39726509669278
5.00570028501425,-8.39968697981555
5.0058002900145,-8.40210838715707
5.00590029501475,-8.40452931636391
5.006000300015,-8.40694976508019
5.00610030501525,-8.40936973094742
5.0062003100155,-8.41178921160447
5.00630031501575,-8.41420820468771
5.006400320016,-8.41662670783096
5.00650032501625,-8.41904471866544
5.0066003300165,-8.4214622348198
5.00670033501675,-8.42387925392013
5.006800340017,-8.42629577359007
5.00690034501725,-8.42871179145061
5.0070003500175,-8.43112730512014
5.00710035501775,-8.43354231221464
5.007200360018,-8.43595681034748
5.00730036501825,-8.43837079712944
5.0074003700185,-8.44078427016883
5.00750037501875,-8.44319722707139
5.007600380019,-8.44560966544041
5.00770038501925,-8.44802158287648
5.0078003900195,-8.45043297697783
5.00790039501975,-8.45284384534006
5.00800040002,-8.45525418555632
5.00810040502025,-8.45766399521715
5.0082004100205,-8.46007327191067
5.00830041502075,-8.46248201322241
5.008400420021,-8.46489021673546
5.00850042502125,-8.46729788003033
5.0086004300215,-8.46970500068509
5.00870043502175,-8.47211157627526
5.008800440022,-8.47451760437385
5.00890044502225,-8.47692308255142
5.0090004500225,-8.47932800837603
5.00910045502275,-8.48173237941323
5.009200460023,-8.48413619322605
5.00930046502325,-8.48653944737513
5.0094004700235,-8.48894213941856
5.00950047502375,-8.4913442669119
