"Freq [GHz]","dB(St(2,1)) []"
3,-1.5306335385213
3.00010000500025,-1.53050708365548
3.0002000100005,-1.53038069467451
3.00030001500075,-1.53025437161899
3.000400020001,-1.53012811452946
3.00050002500125,-1.53000192344627
3.0006000300015,-1.52987579840971
3.00070003500175,-1.5297497394599
3.000800040002,-1.52962374663686
3.00090004500225,-1.52949781998048
3.0010000500025,-1.52937195953054
3.00110005500275,-1.52924616532669
3.001200060003,-1.52912043740847
3.00130006500325,-1.52899477581528
3.0014000700035,-1.52886918058641
3.00150007500375,-1.52874365176104
3.001600080004,-1.52861818937822
3.00170008500425,-1.5284927934769
3.0018000900045,-1.52836746409588
3.00190009500475,-1.52824220127386
3.002000100005,-1.52811700504942
3.00210010500525,-1.52799187546103
3.0022001100055,-1.52786681254702
3.00230011500575,-1.52774181634564
3.002400120006,-1.52761688689499
3.00250012500625,-1.52749202423306
3.0026001300065,-1.52736722839774
3.00270013500675,-1.52724249942679
3.002800140007,-1.52711783735786
3.00290014500725,-1.52699324222849
3.0030001500075,-1.52686871407608
3.00310015500775,-1.52674425293795
3.003200160008,-1.52661985885128
3.00330016500825,-1.52649553185316
3.0034001700085,-1.52637127198055
3.00350017500875,-1.52624707927029
3.003600180009,-1.52612295375912
3.00370018500925,-1.52599889548367
3.0038001900095,-1.52587490448045
3.00390019500975,-1.52575098078586
3.00400020001,-1.52562712443619
3.00410020501025,-1.52550333546761
3.0042002100105,-1.5253796139162
3.00430021501075,-1.52525595981791
3.004400220011,-1.52513237320858
3.00450022501125,-1.52500885412394
3.0046002300115,-1.52488540259963
3.00470023501175,-1.52476201867115
3.004800240012,-1.52463870237392
3.00490024501225,-1.52451545374324
3.0050002500125,-1.52439227281428
3.00510025501275,-1.52426915962214
3.005200260013,-1.52414611420178
3.00530026501325,-1.52402313658807
3.0054002700135,-1.52390022681577
3.00550027501375,-1.52377738491952
3.005600280014,-1.52365461093387
3.00570028501425,-1.52353190489326
3.0058002900145,-1.52340926683201
3.00590029501475,-1.52328669678435
3.006000300015,-1.5231641947844
3.00610030501525,-1.52304176086618
3.0062003100155,-1.52291939506359
3.00630031501575,-1.52279709741042
3.006400320016,-1.5226748679404
3.00650032501625,-1.5225527066871
3.0066003300165,-1.52243061368402
3.00670033501675,-1.52230858896454
3.006800340017,-1.52218663256195
3.00690034501725,-1.52206474450944
3.0070003500175,-1.52194292484006
3.00710035501775,-1.52182117358681
3.007200360018,-1.52169949078256
3.00730036501825,-1.52157787646007
3.0074003700185,-1.52145633065201
3.00750037501875,-1.52133485339096
3.007600380019,-1.52121344470938
3.00770038501925,-1.52109210463963
3.0078003900195,-1.52097083321398
3.00790039501975,-1.5208496304646
3.00800040002,-1.52072849642355
3.00810040502025,-1.52060743112279
3.0082004100205,-1.5204864345942
3.00830041502075,-1.52036550686953
3.008400420021,-1.52024464798046
3.00850042502125,-1.52012385795856
3.0086004300215,-1.52000313683529
3.00870043502175,-1.51988248464203
3.008800440022,-1.51976190141005
3.00890044502225,-1.51964138717054
3.0090004500225,-1.51952094195456
3.00910045502275,-1.51940056579311
3.009200460023,-1.51928025871708
3.00930046502325,-1.51916002075723
3.0094004700235,-1.51903985194429
3.00950047502375,-1.51891975230884
3.009600480024,-1.51879972188138
3.00970048502425,-1.51867976069233
3.0098004900245,-1.51855986877199
3.00990049502475,-1.51844004615058
3.010000500025,-1.51832029285822
3.01010050502525,-1.51820060892494
3.0102005100255,-1.51808099438068
3.01030051502575,-1.51796144925528
3.010400520026,-1.51784197357848
3.01050052502625,-1.51772256737993
3.0106005300265,-1.5176032306892
3.01070053502675,-1.51748396353576
3.010800540027,-1.51736476594897
3.01090054502725,-1.51724563795813
3.0110005500275,-1.51712657959242
3.01110055502775,-1.51700759088095
3.011200560028,-1.51688867185272
3.01130056502825,-1.51676982253665
3.0114005700285,-1.51665104296156
3.01150057502875,-1.5165323331562
3.011600580029,-1.5164136931492
3.01170058502925,-1.51629512296912
3.0118005900295,-1.51617662264443
3.01190059502975,-1.51605819220349
3.01200060003,-1.51593983167461
3.01210060503025,-1.51582154108597
3.0122006100305,-1.51570332046569
3.01230061503075,-1.51558516984177
3.012400620031,-1.51546708924216
3.01250062503125,-1.51534907869469
3.0126006300315,-1.51523113822713
3.01270063503175,-1.51511326786713
