f Amp Fase
1000000000.0 -21.20635415244093 -121.681107809
1000100010.001 -21.198019265040585 -124.004323288
1000200020.0020002 -21.119966544088147 -125.088992394
1000300030.0030003 -21.15590312614583 -127.144240075
1000400040.0040004 -21.149738838142227 -130.619449543
1000500050.0050005 -21.129779778983142 -133.239893232
1000600060.0060006 -21.160646886283256 -136.070036567
1000700070.0070007 -21.20728566225848 -137.575604692
1000800080.0080009 -21.106580554347943 -139.410575044
1000900090.0090009 -21.132645536879355 -142.343702215
1001000100.010001 -21.23700617945306 -144.363500505
1001100110.0110011 -21.11987469130032 -147.453120413
1001200120.0120012 -21.211152026086936 -150.38373482
1001300130.0130013 -21.19880124854618 -151.774212123
1001400140.0140014 -21.233772782391416 -154.374923178
1001500150.0150015 -21.172157083321043 -156.582009109
1001600160.0160016 -21.203574149117024 -159.708096068
1001700170.0170017 -21.130987982954835 -161.006540869
1001800180.0180018 -21.1146483791511 -163.985546323
1001900190.0190018 -21.208438848997453 -166.477644133
1002000200.020002 -21.10771776490938 -167.858407819
1002100210.021002 -21.16262477385467 -170.864873276
1002200220.0220022 -21.202374150995556 -173.193213831
1002300230.0230023 -21.201745815783653 -175.061588936
1002400240.0240024 -21.24317220892611 -179.328469992
1002500250.0250025 -21.155250814758553 -179.020010528
1002600260.0260026 -21.155227940824947 178.243379035
1002700270.0270027 -21.15252326795155 173.840410734
1002800280.0280029 -21.115780020687325 171.888287794
1002900290.0290029 -21.14944057344279 170.192986106
1003000300.030003 -21.1610543767226 168.77030552
1003100310.0310031 -21.19064575906666 166.117566124
1003200320.0320032 -21.146354690489098 162.424270385
1003300330.0330033 -21.20844948550674 160.498234714
1003400340.0340034 -21.218216045691427 158.048912987
1003500350.0350035 -21.11688903814105 155.824401643
1003600360.0360036 -21.153122796459634 153.790636125
1003700370.0370038 -21.222731374852515 152.293207917
1003800380.0380038 -21.281793620010028 149.177259753
1003900390.0390038 -21.206619103266565 146.082042156
1004000400.040004 -21.19835047577625 144.761796929
1004100410.0410041 -21.129494163582034 141.775108058
1004200420.0420042 -21.186042681240245 139.50108857
1004300430.0430043 -21.12591600539876 136.744747576
1004400440.0440044 -21.149771560687864 133.432885121
1004500450.0450045 -21.186571332045517 131.153350324
1004600460.0460047 -21.179815895846808 129.118535376
1004700470.0470047 -21.168418732063778 127.395247152
1004800480.0480047 -21.180556978309866 125.584525795
1004900490.0490049 -21.172077192145192 122.135965232
1005000500.050005 -21.166692561999984 120.983036006
1005100510.0510051 -21.151196325816052 118.348373545
1005200520.0520052 -21.160827885318515 115.626177721
1005300530.0530053 -21.127904783427212 113.063106903
