Freq [GHz];S11;Z
5.927;-8.66E-05;5.00E+01
5.9275;-8.66E-05;5.00E+01
5.928;-8.66E-05;5.00E+01
5.9285;-8.66E-05;5.00E+01
5.929;-8.66E-05;5.00E+01
5.9295;-8.67E-05;5.00E+01
5.93;-8.67E-05;5.00E+01
5.9305;-8.67E-05;5.00E+01
5.931;-8.67E-05;5.00E+01
5.9315;-8.67E-05;5.00E+01
5.932;-8.67E-05;5.00E+01
5.9325;-8.67E-05;5.00E+01
5.933;-8.67E-05;5.00E+01
5.9335;-8.67E-05;5.00E+01
5.934;-8.68E-05;5.00E+01
5.9345;-8.68E-05;5.00E+01
5.935;-8.68E-05;5.00E+01
5.9355;-8.68E-05;5.00E+01
5.936;-8.68E-05;5.00E+01
5.9365;-8.68E-05;5.00E+01
5.937;-8.68E-05;5.00E+01
5.9375;-8.68E-05;5.00E+01
5.938;-8.68E-05;5.00E+01
5.9385;-8.69E-05;5.00E+01
5.939;-8.69E-05;5.00E+01
5.9395;-8.69E-05;5.00E+01
5.94;-8.69E-05;5.00E+01
5.9405;-8.69E-05;5.00E+01
5.941;-8.69E-05;5.00E+01
5.9415;-8.69E-05;5.00E+01
5.942;-8.69E-05;5.00E+01
5.9425;-8.69E-05;5.00E+01
5.943;-8.70E-05;5.00E+01
5.9435;-8.70E-05;5.00E+01
5.944;-8.70E-05;5.00E+01
5.9445;-8.70E-05;5.00E+01
5.945;-8.70E-05;5.00E+01
5.9455;-8.70E-05;5.00E+01
5.946;-8.70E-05;5.00E+01
5.9465;-8.70E-05;5.00E+01
5.947;-8.70E-05;5.00E+01
5.9475;-8.71E-05;5.00E+01
5.948;-8.71E-05;5.00E+01
5.9485;-8.71E-05;5.00E+01
5.949;-8.71E-05;5.00E+01
5.9495;-8.71E-05;5.00E+01
5.95;-8.71E-05;5.00E+01
5.9505;-8.71E-05;5.00E+01
5.951;-8.71E-05;5.00E+01
5.9515;-8.72E-05;5.00E+01
5.952;-8.72E-05;5.00E+01
5.9525;-8.72E-05;5.00E+01
5.953;-8.72E-05;5.00E+01
5.9535;-8.72E-05;5.00E+01
5.954;-8.72E-05;5.00E+01
5.9545;-8.72E-05;5.00E+01
5.955;-8.72E-05;5.00E+01
5.9555;-8.72E-05;5.00E+01
5.956;-8.73E-05;5.00E+01
5.9565;-8.73E-05;5.00E+01
5.957;-8.73E-05;5.00E+01
5.9575;-8.73E-05;5.00E+01
5.958;-8.73E-05;5.00E+01
5.9585;-8.73E-05;5.00E+01
5.959;-8.73E-05;5.00E+01
5.9595;-8.73E-05;5.00E+01
5.96;-8.73E-05;5.00E+01
5.9605;-8.74E-05;5.00E+01
5.961;-8.74E-05;5.00E+01
5.9615;-8.74E-05;5.00E+01
5.962;-8.74E-05;5.00E+01
5.9625;-8.74E-05;5.00E+01
5.963;-8.74E-05;5.00E+01
5.9635;-8.74E-05;5.00E+01
5.964;-8.74E-05;5.00E+01
5.9645;-8.74E-05;5.00E+01
5.965;-8.75E-05;5.00E+01
5.9655;-8.75E-05;5.00E+01
5.966;-8.75E-05;5.00E+01
5.9665;-8.75E-05;5.00E+01
5.967;-8.75E-05;5.00E+01
5.9675;-8.75E-05;5.00E+01
5.968;-8.75E-05;5.00E+01
5.9685;-8.75E-05;5.00E+01
5.969;-8.75E-05;5.00E+01
5.9695;-8.76E-05;5.00E+01
5.97;-8.76E-05;5.00E+01
5.9705;-8.76E-05;5.00E+01
5.971;-8.76E-05;5.00E+01
5.9715;-8.76E-05;5.00E+01
5.972;-8.76E-05;5.00E+01
5.9725;-8.76E-05;5.00E+01
5.973;-8.76E-05;5.00E+01
5.9735;-8.77E-05;5.00E+01
5.974;-8.77E-05;5.00E+01
5.9745;-8.77E-05;5.00E+01
5.975;-8.77E-05;5.00E+01
5.9755;-8.77E-05;5.00E+01
5.976;-8.77E-05;5.00E+01
5.9765;-8.77E-05;5.00E+01
5.977;-8.77E-05;5.00E+01
5.9775;-8.77E-05;5.00E+01
5.978;-8.78E-05;5.00E+01
5.9785;-8.78E-05;5.00E+01
5.979;-8.78E-05;5.00E+01
5.9795;-8.78E-05;5.00E+01
5.98;-8.78E-05;5.00E+01
5.9805;-8.78E-05;5.00E+01
5.981;-8.78E-05;5.00E+01
5.9815;-8.78E-05;5.00E+01
5.982;-8.78E-05;5.00E+01
5.9825;-8.79E-05;5.00E+01
5.983;-8.79E-05;5.00E+01
5.9835;-8.79E-05;5.00E+01
5.984;-8.79E-05;5.00E+01
5.9845;-8.79E-05;5.00E+01
5.985;-8.79E-05;5.00E+01
5.9855;-8.79E-05;5.00E+01
5.986;-8.79E-05;5.00E+01
5.9865;-8.79E-05;5.00E+01
5.987;-8.80E-05;5.00E+01
5.9875;-8.80E-05;5.00E+01
5.988;-8.80E-05;5.00E+01
5.9885;-8.80E-05;5.00E+01
5.989;-8.80E-05;5.00E+01
5.9895;-8.80E-05;5.00E+01
5.99;-8.80E-05;5.00E+01
5.9905;-8.80E-05;5.00E+01
5.991;-8.81E-05;5.00E+01
5.9915;-8.81E-05;5.00E+01
5.992;-8.81E-05;5.00E+01
5.9925;-8.81E-05;5.00E+01
5.993;-8.81E-05;5.00E+01
5.9935;-8.81E-05;5.00E+01
5.994;-8.81E-05;5.00E+01
5.9945;-8.81E-05;5.00E+01
5.995;-8.81E-05;5.00E+01
5.9955;-8.82E-05;5.00E+01
5.996;-8.82E-05;5.00E+01
5.9965;-8.82E-05;5.00E+01
5.997;-8.82E-05;5.00E+01
5.9975;-8.82E-05;5.00E+01
5.998;-8.82E-05;5.00E+01
5.9985;-8.82E-05;5.00E+01
5.999;-8.82E-05;5.00E+01
5.9995;-8.83E-05;5.00E+01
6;-8.83E-05;5.00E+01
6.0005;-8.83E-05;5.00E+01
6.001;-8.83E-05;5.00E+01
6.0015;-8.83E-05;5.00E+01
6.002;-8.83E-05;5.00E+01
6.0025;-8.83E-05;5.00E+01
6.003;-8.83E-05;5.00E+01
6.0035;-8.83E-05;5.00E+01
6.004;-8.84E-05;5.00E+01
6.0045;-8.84E-05;5.00E+01
6.005;-8.84E-05;5.00E+01
6.0055;-8.84E-05;5.00E+01
6.006;-8.84E-05;5.00E+01
6.0065;-8.84E-05;5.00E+01
6.007;-8.84E-05;5.00E+01
6.0075;-8.84E-05;5.00E+01
6.008;-8.84E-05;5.00E+01
6.0085;-8.85E-05;5.00E+01
6.009;-8.85E-05;5.00E+01
6.0095;-8.85E-05;5.00E+01
6.01;-8.85E-05;5.00E+01
6.0105;-8.85E-05;5.00E+01
6.011;-8.85E-05;5.00E+01
6.0115;-8.85E-05;5.00E+01
6.012;-8.85E-05;5.00E+01
6.0125;-8.86E-05;5.00E+01
6.013;-8.86E-05;5.00E+01
6.0135;-8.86E-05;5.00E+01
6.014;-8.86E-05;5.00E+01
6.0145;-8.86E-05;5.00E+01
6.015;-8.86E-05;5.00E+01
6.0155;-8.86E-05;5.00E+01
6.016;-8.86E-05;5.00E+01
6.0165;-8.87E-05;5.00E+01
6.017;-8.87E-05;5.00E+01
6.0175;-8.87E-05;5.00E+01
6.018;-8.87E-05;5.00E+01
6.0185;-8.87E-05;5.00E+01
6.019;-8.87E-05;5.00E+01
6.0195;-8.87E-05;5.00E+01
6.02;-8.87E-05;5.00E+01
6.0205;-8.87E-05;5.00E+01
6.021;-8.88E-05;5.00E+01
6.0215;-8.88E-05;5.00E+01
6.022;-8.88E-05;5.00E+01
6.0225;-8.88E-05;5.00E+01
6.023;-8.88E-05;5.00E+01
6.0235;-8.88E-05;5.00E+01
6.024;-8.88E-05;5.00E+01
6.0245;-8.88E-05;5.00E+01
6.025;-8.89E-05;5.00E+01
6.0255;-8.89E-05;5.00E+01
6.026;-8.89E-05;5.00E+01
6.0265;-8.89E-05;5.00E+01
6.027;-8.89E-05;5.00E+01
6.0275;-8.89E-05;5.00E+01
6.028;-8.89E-05;5.00E+01
6.0285;-8.89E-05;5.00E+01
6.029;-8.89E-05;5.00E+01
6.0295;-8.90E-05;5.00E+01
6.03;-8.90E-05;5.00E+01
6.0305;-8.90E-05;5.00E+01
6.031;-8.90E-05;5.00E+01
6.0315;-8.90E-05;5.00E+01
6.032;-8.90E-05;5.00E+01
6.0325;-8.90E-05;5.00E+01
6.033;-8.90E-05;5.00E+01
6.0335;-8.91E-05;5.00E+01
6.034;-8.91E-05;5.00E+01
6.0345;-8.91E-05;5.00E+01
6.035;-8.91E-05;5.00E+01
6.0355;-8.91E-05;5.00E+01
6.036;-8.91E-05;5.00E+01
6.0365;-8.91E-05;5.00E+01
6.037;-8.91E-05;5.00E+01
6.0375;-8.92E-05;5.00E+01
6.038;-8.92E-05;5.00E+01
6.0385;-8.92E-05;5.00E+01
6.039;-8.92E-05;5.00E+01
6.0395;-8.92E-05;5.00E+01
6.04;-8.92E-05;5.00E+01
6.0405;-8.92E-05;5.00E+01
6.041;-8.92E-05;5.00E+01
6.0415;-8.92E-05;5.00E+01
6.042;-8.93E-05;5.00E+01
6.0425;-8.93E-05;5.00E+01
6.043;-8.93E-05;5.00E+01
6.0435;-8.93E-05;5.00E+01
6.044;-8.93E-05;5.00E+01
6.0445;-8.93E-05;5.00E+01
6.045;-8.93E-05;5.00E+01
6.0455;-8.93E-05;5.00E+01
6.046;-8.94E-05;5.00E+01
6.0465;-8.94E-05;5.00E+01
6.047;-8.94E-05;5.00E+01
6.0475;-8.94E-05;5.00E+01
6.048;-8.94E-05;5.00E+01
6.0485;-8.94E-05;5.00E+01
6.049;-8.94E-05;5.00E+01
6.0495;-8.94E-05;5.00E+01
6.05;-8.95E-05;5.00E+01
6.0505;-8.95E-05;5.00E+01
6.051;-8.95E-05;5.00E+01
6.0515;-8.95E-05;5.00E+01
6.052;-8.95E-05;5.00E+01
6.0525;-8.95E-05;5.00E+01
6.053;-8.95E-05;5.00E+01
6.0535;-8.95E-05;5.00E+01
6.054;-8.96E-05;5.00E+01
6.0545;-8.96E-05;5.00E+01
6.055;-8.96E-05;5.00E+01
6.0555;-8.96E-05;5.00E+01
6.056;-8.96E-05;5.00E+01
6.0565;-8.96E-05;5.00E+01
6.057;-8.96E-05;5.00E+01
6.0575;-8.96E-05;5.00E+01
6.058;-8.97E-05;5.00E+01
6.0585;-8.97E-05;5.00E+01
6.059;-8.97E-05;5.00E+01
6.0595;-8.97E-05;5.00E+01
6.06;-8.97E-05;5.00E+01
6.0605;-8.97E-05;5.00E+01
6.061;-8.97E-05;5.00E+01
6.0615;-8.97E-05;5.00E+01
6.062;-8.98E-05;5.00E+01
6.0625;-8.98E-05;5.00E+01
6.063;-8.98E-05;5.00E+01
6.0635;-8.98E-05;5.00E+01
6.064;-8.98E-05;5.00E+01
6.0645;-8.98E-05;5.00E+01
6.065;-8.98E-05;5.00E+01
6.0655;-8.98E-05;5.00E+01
6.066;-8.99E-05;5.00E+01
6.0665;-8.99E-05;5.00E+01
6.067;-8.99E-05;5.00E+01
6.0675;-8.99E-05;5.00E+01
6.068;-8.99E-05;5.00E+01
6.0685;-8.99E-05;5.00E+01
6.069;-8.99E-05;5.00E+01
6.0695;-8.99E-05;5.00E+01
6.07;-9.00E-05;5.00E+01
6.0705;-9.00E-05;5.00E+01
6.071;-9.00E-05;5.00E+01
6.0715;-9.00E-05;5.00E+01
6.072;-9.00E-05;5.00E+01
6.0725;-9.00E-05;5.00E+01
6.073;-9.00E-05;5.00E+01
6.0735;-9.00E-05;5.00E+01
6.074;-9.01E-05;5.00E+01
6.0745;-9.01E-05;5.00E+01
6.075;-9.01E-05;5.00E+01
6.0755;-9.01E-05;5.00E+01
6.076;-9.01E-05;5.00E+01
6.0765;-9.01E-05;5.00E+01
6.077;-9.01E-05;5.00E+01
6.0775;-9.01E-05;5.00E+01
6.078;-9.02E-05;5.00E+01
6.0785;-9.02E-05;5.00E+01
6.079;-9.02E-05;5.00E+01
6.0795;-9.02E-05;5.00E+01
6.08;-9.02E-05;5.00E+01
6.0805;-9.02E-05;5.00E+01
6.081;-9.02E-05;5.00E+01
6.0815;-9.03E-05;5.00E+01
6.082;-9.03E-05;5.00E+01
6.0825;-9.03E-05;5.00E+01
6.083;-9.03E-05;5.00E+01
6.0835;-9.03E-05;5.00E+01
6.084;-9.03E-05;5.00E+01
6.0845;-9.03E-05;5.00E+01
6.085;-9.03E-05;5.00E+01
6.0855;-9.04E-05;5.00E+01
6.086;-9.04E-05;5.00E+01
6.0865;-9.04E-05;5.00E+01
6.087;-9.04E-05;5.00E+01
6.0875;-9.04E-05;5.00E+01
6.088;-9.04E-05;5.00E+01
6.0885;-9.04E-05;5.00E+01
6.089;-9.04E-05;5.00E+01
6.0895;-9.05E-05;5.00E+01
6.09;-9.05E-05;5.00E+01
6.0905;-9.05E-05;5.00E+01
6.091;-9.05E-05;5.00E+01
6.0915;-9.05E-05;5.00E+01
6.092;-9.05E-05;5.00E+01
6.0925;-9.05E-05;5.00E+01
6.093;-9.06E-05;5.00E+01
6.0935;-9.06E-05;5.00E+01
6.094;-9.06E-05;5.00E+01
6.0945;-9.06E-05;5.00E+01
6.095;-9.06E-05;5.00E+01
6.0955;-9.06E-05;5.00E+01
6.096;-9.06E-05;5.00E+01
6.0965;-9.06E-05;5.00E+01
6.097;-9.07E-05;5.00E+01
6.0975;-9.07E-05;5.00E+01
6.098;-9.07E-05;5.00E+01
6.0985;-9.07E-05;5.00E+01
6.099;-9.07E-05;5.00E+01
6.0995;-9.07E-05;5.00E+01
6.1;-9.07E-05;5.00E+01
6.1005;-9.07E-05;5.00E+01
6.101;-9.08E-05;5.00E+01
6.1015;-9.08E-05;5.00E+01
6.102;-9.08E-05;5.00E+01
6.1025;-9.08E-05;5.00E+01
6.103;-9.08E-05;5.00E+01
6.1035;-9.08E-05;5.00E+01
6.104;-9.08E-05;5.00E+01
6.1045;-9.09E-05;5.00E+01
6.105;-9.09E-05;5.00E+01
6.1055;-9.09E-05;5.00E+01
6.106;-9.09E-05;5.00E+01
6.1065;-9.09E-05;5.00E+01
6.107;-9.09E-05;5.00E+01
6.1075;-9.09E-05;5.00E+01
6.108;-9.10E-05;5.00E+01
6.1085;-9.10E-05;5.00E+01
6.109;-9.10E-05;5.00E+01
6.1095;-9.10E-05;5.00E+01
6.11;-9.10E-05;5.00E+01
6.1105;-9.10E-05;5.00E+01
6.111;-9.10E-05;5.00E+01
6.1115;-9.10E-05;5.00E+01
6.112;-9.11E-05;5.00E+01
6.1125;-9.11E-05;5.00E+01
6.113;-9.11E-05;5.00E+01
6.1135;-9.11E-05;5.00E+01
6.114;-9.11E-05;5.00E+01
6.1145;-9.11E-05;5.00E+01
6.115;-9.11E-05;5.00E+01
6.1155;-9.12E-05;5.00E+01
6.116;-9.12E-05;5.00E+01
6.1165;-9.12E-05;5.00E+01
6.117;-9.12E-05;5.00E+01
6.1175;-9.12E-05;5.00E+01
6.118;-9.12E-05;5.00E+01
6.1185;-9.12E-05;5.00E+01
6.119;-9.13E-05;5.00E+01
6.1195;-9.13E-05;5.00E+01
6.12;-9.13E-05;5.00E+01
6.1205;-9.13E-05;5.00E+01
6.121;-9.13E-05;5.00E+01
6.1215;-9.13E-05;5.00E+01
6.122;-9.13E-05;5.00E+01
6.1225;-9.14E-05;5.00E+01
6.123;-9.14E-05;5.00E+01
6.1235;-9.14E-05;5.00E+01
6.124;-9.14E-05;5.00E+01
6.1245;-9.14E-05;5.00E+01
6.125;-9.14E-05;5.00E+01
6.1255;-9.14E-05;5.00E+01
6.126;-9.15E-05;5.00E+01
6.1265;-9.15E-05;5.00E+01
6.127;-9.15E-05;5.00E+01
6.1275;-9.15E-05;5.00E+01
6.128;-9.15E-05;5.00E+01
6.1285;-9.15E-05;5.00E+01
6.129;-9.15E-05;5.00E+01
6.1295;-9.16E-05;5.00E+01
6.13;-9.16E-05;5.00E+01
6.1305;-9.16E-05;5.00E+01
6.131;-9.16E-05;5.00E+01
6.1315;-9.16E-05;5.00E+01
6.132;-9.16E-05;5.00E+01
6.1325;-9.16E-05;5.00E+01
6.133;-9.17E-05;5.00E+01
6.1335;-9.17E-05;5.00E+01
6.134;-9.17E-05;5.00E+01
6.1345;-9.17E-05;5.00E+01
6.135;-9.17E-05;5.00E+01
6.1355;-9.17E-05;5.00E+01
6.136;-9.17E-05;5.00E+01
6.1365;-9.18E-05;5.00E+01
6.137;-9.18E-05;5.00E+01
6.1375;-9.18E-05;5.00E+01
6.138;-9.18E-05;5.00E+01
6.1385;-9.18E-05;5.00E+01
6.139;-9.18E-05;5.00E+01
6.1395;-9.18E-05;5.00E+01
6.14;-9.19E-05;5.00E+01
6.1405;-9.19E-05;5.00E+01
6.141;-9.19E-05;5.00E+01
6.1415;-9.19E-05;5.00E+01
6.142;-9.19E-05;5.00E+01
6.1425;-9.19E-05;5.00E+01
6.143;-9.19E-05;5.00E+01
6.1435;-9.20E-05;5.00E+01
6.144;-9.20E-05;5.00E+01
6.1445;-9.20E-05;5.00E+01
6.145;-9.20E-05;5.00E+01
6.1455;-9.20E-05;5.00E+01
6.146;-9.20E-05;5.00E+01
6.1465;-9.20E-05;5.00E+01
6.147;-9.21E-05;5.00E+01
6.1475;-9.21E-05;5.00E+01
6.148;-9.21E-05;5.00E+01
6.1485;-9.21E-05;5.00E+01
6.149;-9.21E-05;5.00E+01
6.1495;-9.21E-05;5.00E+01
6.15;-9.22E-05;5.00E+01
6.1505;-9.22E-05;5.00E+01
6.151;-9.22E-05;5.00E+01
6.1515;-9.22E-05;5.00E+01
6.152;-9.22E-05;5.00E+01
6.1525;-9.22E-05;5.00E+01
6.153;-9.22E-05;5.00E+01
6.1535;-9.23E-05;5.00E+01
6.154;-9.23E-05;5.00E+01
6.1545;-9.23E-05;5.00E+01
6.155;-9.23E-05;5.00E+01
6.1555;-9.23E-05;5.00E+01
6.156;-9.23E-05;5.00E+01
6.1565;-9.24E-05;5.00E+01
6.157;-9.24E-05;5.00E+01
6.1575;-9.24E-05;5.00E+01
6.158;-9.24E-05;5.00E+01
6.1585;-9.24E-05;5.00E+01
6.159;-9.24E-05;5.00E+01
6.1595;-9.24E-05;5.00E+01
6.16;-9.25E-05;5.00E+01
6.1605;-9.25E-05;5.00E+01
6.161;-9.25E-05;5.00E+01
6.1615;-9.25E-05;5.00E+01
6.162;-9.25E-05;5.00E+01
6.1625;-9.25E-05;5.00E+01
6.163;-9.26E-05;5.00E+01
6.1635;-9.26E-05;5.00E+01
6.164;-9.26E-05;5.00E+01
6.1645;-9.26E-05;5.00E+01
6.165;-9.26E-05;5.00E+01
6.1655;-9.26E-05;5.00E+01
6.166;-9.27E-05;5.00E+01
6.1665;-9.27E-05;5.00E+01
6.167;-9.27E-05;5.00E+01
6.1675;-9.27E-05;5.00E+01
6.168;-9.27E-05;5.00E+01
6.1685;-9.27E-05;5.00E+01
6.169;-9.28E-05;5.00E+01
6.1695;-9.28E-05;5.00E+01
6.17;-9.28E-05;5.00E+01
6.1705;-9.28E-05;5.00E+01
6.171;-9.28E-05;5.00E+01
6.1715;-9.28E-05;5.00E+01
6.172;-9.29E-05;5.00E+01
6.1725;-9.29E-05;5.00E+01
6.173;-9.29E-05;5.00E+01
6.1735;-9.29E-05;5.00E+01
6.174;-9.29E-05;5.00E+01
6.1745;-9.29E-05;5.00E+01
6.175;-9.30E-05;5.00E+01
6.1755;-9.30E-05;5.00E+01
6.176;-9.30E-05;5.00E+01
6.1765;-9.30E-05;5.00E+01
6.177;-9.30E-05;5.00E+01
6.1775;-9.30E-05;5.00E+01
6.178;-9.31E-05;5.00E+01
6.1785;-9.31E-05;5.00E+01
6.179;-9.31E-05;5.00E+01
6.1795;-9.31E-05;5.00E+01
6.18;-9.31E-05;5.00E+01
6.1805;-9.31E-05;5.00E+01
6.181;-9.32E-05;5.00E+01
6.1815;-9.32E-05;5.00E+01
6.182;-9.32E-05;5.00E+01
6.1825;-9.32E-05;5.00E+01
6.183;-9.32E-05;5.00E+01
6.1835;-9.32E-05;5.00E+01
6.184;-9.33E-05;5.00E+01
6.1845;-9.33E-05;5.00E+01
6.185;-9.33E-05;5.00E+01
6.1855;-9.33E-05;5.00E+01
6.186;-9.33E-05;5.00E+01
6.1865;-9.33E-05;5.00E+01
6.187;-9.34E-05;5.00E+01
6.1875;-9.34E-05;5.00E+01
6.188;-9.34E-05;5.00E+01
6.1885;-9.34E-05;5.00E+01
6.189;-9.34E-05;5.00E+01
6.1895;-9.34E-05;5.00E+01
6.19;-9.35E-05;5.00E+01
6.1905;-9.35E-05;5.00E+01
6.191;-9.35E-05;5.00E+01
6.1915;-9.35E-05;5.00E+01
6.192;-9.35E-05;5.00E+01
6.1925;-9.36E-05;5.00E+01
6.193;-9.36E-05;5.00E+01
6.1935;-9.36E-05;5.00E+01
6.194;-9.36E-05;5.00E+01
6.1945;-9.36E-05;5.00E+01
6.195;-9.36E-05;5.00E+01
6.1955;-9.37E-05;5.00E+01
6.196;-9.37E-05;5.00E+01
6.1965;-9.37E-05;5.00E+01
6.197;-9.37E-05;5.00E+01
6.1975;-9.37E-05;5.00E+01
6.198;-9.38E-05;5.00E+01
6.1985;-9.38E-05;5.00E+01
6.199;-9.38E-05;5.00E+01
6.1995;-9.38E-05;5.00E+01
6.2;-9.38E-05;5.00E+01
6.2005;-9.38E-05;5.00E+01
6.201;-9.39E-05;5.00E+01
6.2015;-9.39E-05;5.00E+01
6.202;-9.39E-05;5.00E+01
6.2025;-9.39E-05;5.00E+01
6.203;-9.39E-05;5.00E+01
6.2035;-9.40E-05;5.00E+01
6.204;-9.40E-05;5.00E+01
6.2045;-9.40E-05;5.00E+01
6.205;-9.40E-05;5.00E+01
6.2055;-9.40E-05;5.00E+01
6.206;-9.41E-05;5.00E+01
6.2065;-9.41E-05;5.00E+01
6.207;-9.41E-05;5.00E+01
6.2075;-9.41E-05;5.00E+01
6.208;-9.41E-05;5.00E+01
6.2085;-9.42E-05;5.00E+01
6.209;-9.42E-05;5.00E+01
6.2095;-9.42E-05;5.00E+01
6.21;-9.42E-05;5.00E+01
6.2105;-9.42E-05;5.00E+01
6.211;-9.43E-05;5.00E+01
6.2115;-9.43E-05;5.00E+01
6.212;-9.43E-05;5.00E+01
6.2125;-9.43E-05;5.00E+01
6.213;-9.43E-05;5.00E+01
6.2135;-9.44E-05;5.00E+01
6.214;-9.44E-05;5.00E+01
6.2145;-9.44E-05;5.00E+01
6.215;-9.44E-05;5.00E+01
6.2155;-9.44E-05;5.00E+01
6.216;-9.45E-05;5.00E+01
6.2165;-9.45E-05;5.00E+01
6.217;-9.45E-05;5.00E+01
6.2175;-9.45E-05;5.00E+01
6.218;-9.45E-05;5.00E+01
6.2185;-9.46E-05;5.00E+01
6.219;-9.46E-05;5.00E+01
6.2195;-9.46E-05;5.00E+01
6.22;-9.46E-05;5.00E+01
6.2205;-9.46E-05;5.00E+01
6.221;-9.47E-05;5.00E+01
6.2215;-9.47E-05;5.00E+01
6.222;-9.47E-05;5.00E+01
6.2225;-9.47E-05;5.00E+01
6.223;-9.47E-05;5.00E+01
6.2235;-9.48E-05;5.00E+01
6.224;-9.48E-05;5.00E+01
6.2245;-9.48E-05;5.00E+01
6.225;-9.48E-05;5.00E+01
6.2255;-9.48E-05;5.00E+01
6.226;-9.49E-05;5.00E+01
6.2265;-9.49E-05;5.00E+01
6.227;-9.49E-05;5.00E+01
6.2275;-9.49E-05;5.00E+01
6.228;-9.50E-05;5.00E+01
6.2285;-9.50E-05;5.00E+01
6.229;-9.50E-05;5.00E+01
6.2295;-9.50E-05;5.00E+01
6.23;-9.50E-05;5.00E+01
6.2305;-9.51E-05;5.00E+01
6.231;-9.51E-05;5.00E+01
6.2315;-9.51E-05;5.00E+01
6.232;-9.51E-05;5.00E+01
6.2325;-9.52E-05;5.00E+01
6.233;-9.52E-05;5.00E+01
6.2335;-9.52E-05;5.00E+01
6.234;-9.52E-05;5.00E+01
6.2345;-9.52E-05;5.00E+01
6.235;-9.53E-05;5.00E+01
6.2355;-9.53E-05;5.00E+01
6.236;-9.53E-05;5.00E+01
6.2365;-9.53E-05;5.00E+01
6.237;-9.54E-05;5.00E+01
6.2375;-9.54E-05;5.00E+01
6.238;-9.54E-05;5.00E+01
6.2385;-9.54E-05;5.00E+01
6.239;-9.55E-05;5.00E+01
6.2395;-9.55E-05;5.00E+01
6.24;-9.55E-05;5.00E+01
6.2405;-9.55E-05;5.00E+01
6.241;-9.55E-05;5.00E+01
6.2415;-9.56E-05;5.00E+01
6.242;-9.56E-05;5.00E+01
6.2425;-9.56E-05;5.00E+01
6.243;-9.56E-05;5.00E+01
6.2435;-9.57E-05;5.00E+01
6.244;-9.57E-05;5.00E+01
6.2445;-9.57E-05;5.00E+01
6.245;-9.57E-05;5.00E+01
6.2455;-9.58E-05;5.00E+01
6.246;-9.58E-05;5.00E+01
6.2465;-9.58E-05;5.00E+01
6.247;-9.58E-05;5.00E+01
6.2475;-9.59E-05;5.00E+01
6.248;-9.59E-05;5.00E+01
6.2485;-9.59E-05;5.00E+01
6.249;-9.59E-05;5.00E+01
6.2495;-9.60E-05;5.00E+01
6.25;-9.60E-05;5.00E+01
6.2505;-9.60E-05;5.00E+01
6.251;-9.60E-05;5.00E+01
6.2515;-9.61E-05;5.00E+01
6.252;-9.61E-05;5.00E+01
6.2525;-9.61E-05;5.00E+01
6.253;-9.61E-05;5.00E+01
6.2535;-9.62E-05;5.00E+01
6.254;-9.62E-05;5.00E+01
6.2545;-9.62E-05;5.00E+01
6.255;-9.62E-05;5.00E+01
6.2555;-9.63E-05;5.00E+01
6.256;-9.63E-05;5.00E+01
6.2565;-9.63E-05;5.00E+01
6.257;-9.64E-05;5.00E+01
6.2575;-9.64E-05;5.00E+01
6.258;-9.64E-05;5.00E+01
6.2585;-9.64E-05;5.00E+01
6.259;-9.65E-05;5.00E+01
6.2595;-9.65E-05;5.00E+01
6.26;-9.65E-05;5.00E+01
6.2605;-9.65E-05;5.00E+01
6.261;-9.66E-05;5.00E+01
6.2615;-9.66E-05;5.00E+01
6.262;-9.66E-05;5.00E+01
6.2625;-9.67E-05;5.00E+01
6.263;-9.67E-05;5.00E+01
6.2635;-9.67E-05;5.00E+01
6.264;-9.67E-05;5.00E+01
6.2645;-9.68E-05;5.00E+01
6.265;-9.68E-05;5.00E+01
6.2655;-9.68E-05;5.00E+01
6.266;-9.69E-05;5.00E+01
6.2665;-9.69E-05;5.00E+01
6.267;-9.69E-05;5.00E+01
6.2675;-9.69E-05;5.00E+01
6.268;-9.70E-05;5.00E+01
6.2685;-9.70E-05;5.00E+01
6.269;-9.70E-05;5.00E+01
6.2695;-9.71E-05;5.00E+01
6.27;-9.71E-05;5.00E+01
6.2705;-9.71E-05;5.00E+01
6.271;-9.71E-05;5.00E+01
6.2715;-9.72E-05;5.00E+01
6.272;-9.72E-05;5.00E+01
6.2725;-9.72E-05;5.00E+01
6.273;-9.73E-05;5.00E+01
6.2735;-9.73E-05;5.00E+01
6.274;-9.73E-05;5.00E+01
6.2745;-9.74E-05;5.00E+01
6.275;-9.74E-05;5.00E+01
6.2755;-9.74E-05;5.00E+01
6.276;-9.75E-05;5.00E+01
6.2765;-9.75E-05;5.00E+01
6.277;-9.75E-05;5.00E+01
6.2775;-9.75E-05;5.00E+01
6.278;-9.76E-05;5.00E+01
6.2785;-9.76E-05;5.00E+01
6.279;-9.76E-05;5.00E+01
6.2795;-9.77E-05;5.00E+01
6.28;-9.77E-05;5.00E+01
6.2805;-9.77E-05;5.00E+01
6.281;-9.78E-05;5.00E+01
6.2815;-9.78E-05;5.00E+01
6.282;-9.78E-05;5.00E+01
6.2825;-9.79E-05;5.00E+01
6.283;-9.79E-05;5.00E+01
6.2835;-9.79E-05;5.00E+01
6.284;-9.80E-05;5.00E+01
6.2845;-9.80E-05;5.00E+01
6.285;-9.80E-05;5.00E+01
