Freq [GHz];S11;Z
8.9555;-0.000234766;5.00E+01
8.956;-0.000234761;5.00E+01
8.9565;-0.000234757;5.00E+01
8.957;-0.000234752;5.00E+01
8.9575;-0.000234747;5.00E+01
8.958;-0.000234742;5.00E+01
8.9585;-0.000234737;5.00E+01
8.959;-0.000234732;5.00E+01
8.9595;-0.000234728;5.00E+01
8.96;-0.000234723;5.00E+01
8.9605;-0.000234719;5.00E+01
8.961;-0.000234714;5.00E+01
8.9615;-0.00023471;5.00E+01
8.962;-0.000234705;5.00E+01
8.9625;-0.000234701;5.00E+01
8.963;-0.000234696;5.00E+01
8.9635;-0.000234692;5.00E+01
8.964;-0.000234688;5.00E+01
8.9645;-0.000234684;5.00E+01
8.965;-0.00023468;5.00E+01
8.9655;-0.000234675;5.00E+01
8.966;-0.000234671;5.00E+01
8.9665;-0.000234667;5.00E+01
8.967;-0.000234663;5.00E+01
8.9675;-0.00023466;5.00E+01
8.968;-0.000234656;5.00E+01
8.9685;-0.000234652;5.00E+01
8.969;-0.000234648;5.00E+01
8.9695;-0.000234644;5.00E+01
8.97;-0.000234641;5.00E+01
8.9705;-0.000234637;5.00E+01
8.971;-0.000234634;5.00E+01
8.9715;-0.00023463;5.00E+01
8.972;-0.000234627;5.00E+01
8.9725;-0.000234623;5.00E+01
8.973;-0.00023462;5.00E+01
8.9735;-0.000234616;5.00E+01
8.974;-0.000234613;5.00E+01
8.9745;-0.00023461;5.00E+01
8.975;-0.000234607;5.00E+01
8.9755;-0.000234604;5.00E+01
8.976;-0.0002346;5.00E+01
8.9765;-0.000234597;5.00E+01
8.977;-0.000234594;5.00E+01
8.9775;-0.000234591;5.00E+01
8.978;-0.000234588;5.00E+01
8.9785;-0.000234586;5.00E+01
8.979;-0.000234583;5.00E+01
8.9795;-0.00023458;5.00E+01
8.98;-0.000234577;5.00E+01
8.9805;-0.000234574;5.00E+01
8.981;-0.000234572;5.00E+01
8.9815;-0.000234569;5.00E+01
8.982;-0.000234567;5.00E+01
8.9825;-0.000234564;5.00E+01
8.983;-0.000234561;5.00E+01
8.9835;-0.000234559;5.00E+01
8.984;-0.000234557;5.00E+01
8.9845;-0.000234554;5.00E+01
8.985;-0.000234552;5.00E+01
8.9855;-0.00023455;5.00E+01
8.986;-0.000234547;5.00E+01
8.9865;-0.000234545;5.00E+01
8.987;-0.000234543;5.00E+01
8.9875;-0.000234541;5.00E+01
8.988;-0.000234539;5.00E+01
8.9885;-0.000234537;5.00E+01
8.989;-0.000234535;5.00E+01
8.9895;-0.000234533;5.00E+01
8.99;-0.000234531;5.00E+01
8.9905;-0.000234529;5.00E+01
8.991;-0.000234527;5.00E+01
8.9915;-0.000234525;5.00E+01
8.992;-0.000234524;5.00E+01
8.9925;-0.000234522;5.00E+01
8.993;-0.00023452;5.00E+01
8.9935;-0.000234519;5.00E+01
8.994;-0.000234517;5.00E+01
8.9945;-0.000234516;5.00E+01
8.995;-0.000234514;5.00E+01
8.9955;-0.000234513;5.00E+01
8.996;-0.000234511;5.00E+01
8.9965;-0.00023451;5.00E+01
8.997;-0.000234508;5.00E+01
8.9975;-0.000234507;5.00E+01
8.998;-0.000234506;5.00E+01
8.9985;-0.000234505;5.00E+01
8.999;-0.000234503;5.00E+01
8.9995;-0.000234502;5.00E+01
9;-0.000234501;5.00E+01
9.0005;-0.0002345;5.00E+01
9.001;-0.000234499;5.00E+01
9.0015;-0.000234498;5.00E+01
9.002;-0.000234497;5.00E+01
9.0025;-0.000234496;5.00E+01
9.003;-0.000234495;5.00E+01
9.0035;-0.000234494;5.00E+01
9.004;-0.000234494;5.00E+01
9.0045;-0.000234493;5.00E+01
9.005;-0.000234492;5.00E+01
9.0055;-0.000234491;5.00E+01
9.006;-0.000234491;5.00E+01
9.0065;-0.00023449;5.00E+01
9.007;-0.00023449;5.00E+01
9.0075;-0.000234489;5.00E+01
9.008;-0.000234488;5.00E+01
9.0085;-0.000234488;5.00E+01
9.009;-0.000234488;5.00E+01
9.0095;-0.000234487;5.00E+01
9.01;-0.000234487;5.00E+01
9.0105;-0.000234486;5.00E+01
9.011;-0.000234486;5.00E+01
9.0115;-0.000234486;5.00E+01
9.012;-0.000234486;5.00E+01
9.0125;-0.000234486;5.00E+01
9.013;-0.000234485;5.00E+01
9.0135;-0.000234485;5.00E+01
9.014;-0.000234485;5.00E+01
9.0145;-0.000234485;5.00E+01
9.015;-0.000234485;5.00E+01
9.0155;-0.000234485;5.00E+01
9.016;-0.000234485;5.00E+01
9.0165;-0.000234485;5.00E+01
9.017;-0.000234485;5.00E+01
9.0175;-0.000234486;5.00E+01
9.018;-0.000234486;5.00E+01
9.0185;-0.000234486;5.00E+01
9.019;-0.000234486;5.00E+01
9.0195;-0.000234487;5.00E+01
9.02;-0.000234487;5.00E+01
9.0205;-0.000234487;5.00E+01
9.021;-0.000234488;5.00E+01
9.0215;-0.000234488;5.00E+01
9.022;-0.000234489;5.00E+01
9.0225;-0.000234489;5.00E+01
9.023;-0.00023449;5.00E+01
9.0235;-0.00023449;5.00E+01
9.024;-0.000234491;5.00E+01
9.0245;-0.000234492;5.00E+01
9.025;-0.000234492;5.00E+01
9.0255;-0.000234493;5.00E+01
9.026;-0.000234494;5.00E+01
9.0265;-0.000234494;5.00E+01
9.027;-0.000234495;5.00E+01
9.0275;-0.000234496;5.00E+01
9.028;-0.000234497;5.00E+01
9.0285;-0.000234498;5.00E+01
9.029;-0.000234499;5.00E+01
9.0295;-0.0002345;5.00E+01
9.03;-0.000234501;5.00E+01
9.0305;-0.000234502;5.00E+01
9.031;-0.000234503;5.00E+01
9.0315;-0.000234504;5.00E+01
9.032;-0.000234505;5.00E+01
9.0325;-0.000234506;5.00E+01
9.033;-0.000234507;5.00E+01
9.0335;-0.000234509;5.00E+01
9.034;-0.00023451;5.00E+01
9.0345;-0.000234511;5.00E+01
9.035;-0.000234512;5.00E+01
9.0355;-0.000234514;5.00E+01
9.036;-0.000234515;5.00E+01
9.0365;-0.000234517;5.00E+01
9.037;-0.000234518;5.00E+01
9.0375;-0.000234519;5.00E+01
9.038;-0.000234521;5.00E+01
9.0385;-0.000234522;5.00E+01
9.039;-0.000234524;5.00E+01
9.0395;-0.000234526;5.00E+01
9.04;-0.000234527;5.00E+01
9.0405;-0.000234529;5.00E+01
9.041;-0.000234531;5.00E+01
9.0415;-0.000234532;5.00E+01
9.042;-0.000234534;5.00E+01
9.0425;-0.000234536;5.00E+01
9.043;-0.000234538;5.00E+01
9.0435;-0.000234539;5.00E+01
9.044;-0.000234541;5.00E+01
9.0445;-0.000234543;5.00E+01
9.045;-0.000234545;5.00E+01
9.0455;-0.000234547;5.00E+01
9.046;-0.000234549;5.00E+01
9.0465;-0.000234551;5.00E+01
9.047;-0.000234553;5.00E+01
9.0475;-0.000234555;5.00E+01
9.048;-0.000234557;5.00E+01
9.0485;-0.000234559;5.00E+01
9.049;-0.000234561;5.00E+01
9.0495;-0.000234563;5.00E+01
9.05;-0.000234566;5.00E+01
9.0505;-0.000234568;5.00E+01
9.051;-0.00023457;5.00E+01
9.0515;-0.000234572;5.00E+01
9.052;-0.000234575;5.00E+01
9.0525;-0.000234577;5.00E+01
9.053;-0.000234579;5.00E+01
9.0535;-0.000234582;5.00E+01
9.054;-0.000234584;5.00E+01
9.0545;-0.000234587;5.00E+01
9.055;-0.000234589;5.00E+01
9.0555;-0.000234591;5.00E+01
9.056;-0.000234594;5.00E+01
9.0565;-0.000234597;5.00E+01
9.057;-0.000234599;5.00E+01
9.0575;-0.000234602;5.00E+01
9.058;-0.000234604;5.00E+01
9.0585;-0.000234607;5.00E+01
9.059;-0.00023461;5.00E+01
9.0595;-0.000234612;5.00E+01
9.06;-0.000234615;5.00E+01
9.0605;-0.000234618;5.00E+01
9.061;-0.000234621;5.00E+01
9.0615;-0.000234623;5.00E+01
9.062;-0.000234626;5.00E+01
9.0625;-0.000234629;5.00E+01
9.063;-0.000234632;5.00E+01
9.0635;-0.000234635;5.00E+01
9.064;-0.000234638;5.00E+01
9.0645;-0.000234641;5.00E+01
9.065;-0.000234644;5.00E+01
9.0655;-0.000234647;5.00E+01
9.066;-0.00023465;5.00E+01
9.0665;-0.000234653;5.00E+01
9.067;-0.000234656;5.00E+01
9.0675;-0.000234659;5.00E+01
9.068;-0.000234662;5.00E+01
9.0685;-0.000234665;5.00E+01
9.069;-0.000234668;5.00E+01
9.0695;-0.000234672;5.00E+01
9.07;-0.000234675;5.00E+01
9.0705;-0.000234678;5.00E+01
9.071;-0.000234681;5.00E+01
9.0715;-0.000234685;5.00E+01
9.072;-0.000234688;5.00E+01
9.0725;-0.000234691;5.00E+01
9.073;-0.000234695;5.00E+01
9.0735;-0.000234698;5.00E+01
9.074;-0.000234701;5.00E+01
9.0745;-0.000234705;5.00E+01
9.075;-0.000234708;5.00E+01
9.0755;-0.000234712;5.00E+01
9.076;-0.000234715;5.00E+01
9.0765;-0.000234719;5.00E+01
9.077;-0.000234722;5.00E+01
9.0775;-0.000234726;5.00E+01
9.078;-0.00023473;5.00E+01
9.0785;-0.000234733;5.00E+01
9.079;-0.000234737;5.00E+01
9.0795;-0.00023474;5.00E+01
9.08;-0.000234744;5.00E+01
9.0805;-0.000234748;5.00E+01
9.081;-0.000234752;5.00E+01
9.0815;-0.000234755;5.00E+01
9.082;-0.000234759;5.00E+01
9.0825;-0.000234763;5.00E+01
9.083;-0.000234767;5.00E+01
9.0835;-0.00023477;5.00E+01
9.084;-0.000234774;5.00E+01
9.0845;-0.000234778;5.00E+01
9.085;-0.000234782;5.00E+01
9.0855;-0.000234786;5.00E+01
9.086;-0.00023479;5.00E+01
9.0865;-0.000234794;5.00E+01
9.087;-0.000234798;5.00E+01
9.0875;-0.000234802;5.00E+01
9.088;-0.000234806;5.00E+01
9.0885;-0.00023481;5.00E+01
9.089;-0.000234814;5.00E+01
9.0895;-0.000234818;5.00E+01
9.09;-0.000234822;5.00E+01
9.0905;-0.000234826;5.00E+01
9.091;-0.00023483;5.00E+01
9.0915;-0.000234835;5.00E+01
9.092;-0.000234839;5.00E+01
9.0925;-0.000234843;5.00E+01
9.093;-0.000234847;5.00E+01
9.0935;-0.000234851;5.00E+01
9.094;-0.000234856;5.00E+01
9.0945;-0.00023486;5.00E+01
9.095;-0.000234864;5.00E+01
9.0955;-0.000234869;5.00E+01
9.096;-0.000234873;5.00E+01
9.0965;-0.000234877;5.00E+01
9.097;-0.000234882;5.00E+01
9.0975;-0.000234886;5.00E+01
9.098;-0.00023489;5.00E+01
9.0985;-0.000234895;5.00E+01
9.099;-0.000234899;5.00E+01
9.0995;-0.000234904;5.00E+01
9.1;-0.000234908;5.00E+01
9.1005;-0.000234913;5.00E+01
9.101;-0.000234917;5.00E+01
9.1015;-0.000234922;5.00E+01
9.102;-0.000234926;5.00E+01
9.1025;-0.000234931;5.00E+01
9.103;-0.000234935;5.00E+01
9.1035;-0.00023494;5.00E+01
9.104;-0.000234945;5.00E+01
9.1045;-0.000234949;5.00E+01
9.105;-0.000234954;5.00E+01
9.1055;-0.000234959;5.00E+01
9.106;-0.000234963;5.00E+01
9.1065;-0.000234968;5.00E+01
9.107;-0.000234973;5.00E+01
9.1075;-0.000234977;5.00E+01
9.108;-0.000234982;5.00E+01
9.1085;-0.000234987;5.00E+01
9.109;-0.000234992;5.00E+01
9.1095;-0.000234996;5.00E+01
9.11;-0.000235001;5.00E+01
9.1105;-0.000235006;5.00E+01
9.111;-0.000235011;5.00E+01
9.1115;-0.000235016;5.00E+01
9.112;-0.000235021;5.00E+01
9.1125;-0.000235025;5.00E+01
9.113;-0.00023503;5.00E+01
9.1135;-0.000235035;5.00E+01
9.114;-0.00023504;5.00E+01
9.1145;-0.000235045;5.00E+01
9.115;-0.00023505;5.00E+01
9.1155;-0.000235055;5.00E+01
9.116;-0.00023506;5.00E+01
9.1165;-0.000235065;5.00E+01
9.117;-0.00023507;5.00E+01
9.1175;-0.000235075;5.00E+01
9.118;-0.00023508;5.00E+01
9.1185;-0.000235085;5.00E+01
9.119;-0.00023509;5.00E+01
9.1195;-0.000235095;5.00E+01
9.12;-0.0002351;5.00E+01
9.1205;-0.000235105;5.00E+01
9.121;-0.00023511;5.00E+01
9.1215;-0.000235116;5.00E+01
9.122;-0.000235121;5.00E+01
9.1225;-0.000235126;5.00E+01
9.123;-0.000235131;5.00E+01
9.1235;-0.000235136;5.00E+01
9.124;-0.000235141;5.00E+01
9.1245;-0.000235146;5.00E+01
9.125;-0.000235152;5.00E+01
9.1255;-0.000235157;5.00E+01
9.126;-0.000235162;5.00E+01
9.1265;-0.000235167;5.00E+01
9.127;-0.000235173;5.00E+01
9.1275;-0.000235178;5.00E+01
9.128;-0.000235183;5.00E+01
9.1285;-0.000235188;5.00E+01
9.129;-0.000235194;5.00E+01
9.1295;-0.000235199;5.00E+01
9.13;-0.000235204;5.00E+01
9.1305;-0.00023521;5.00E+01
9.131;-0.000235215;5.00E+01
9.1315;-0.000235221;5.00E+01
9.132;-0.000235226;5.00E+01
9.1325;-0.000235231;5.00E+01
9.133;-0.000235237;5.00E+01
9.1335;-0.000235242;5.00E+01
9.134;-0.000235248;5.00E+01
9.1345;-0.000235253;5.00E+01
9.135;-0.000235259;5.00E+01
9.1355;-0.000235264;5.00E+01
9.136;-0.00023527;5.00E+01
9.1365;-0.000235275;5.00E+01
9.137;-0.000235281;5.00E+01
9.1375;-0.000235286;5.00E+01
9.138;-0.000235292;5.00E+01
9.1385;-0.000235298;5.00E+01
9.139;-0.000235303;5.00E+01
9.1395;-0.000235309;5.00E+01
9.14;-0.000235315;5.00E+01
9.1405;-0.00023532;5.00E+01
9.141;-0.000235326;5.00E+01
9.1415;-0.000235332;5.00E+01
9.142;-0.000235338;5.00E+01
9.1425;-0.000235344;5.00E+01
9.143;-0.00023535;5.00E+01
9.1435;-0.000235355;5.00E+01
9.144;-0.000235361;5.00E+01
9.1445;-0.000235367;5.00E+01
9.145;-0.000235373;5.00E+01
9.1455;-0.000235379;5.00E+01
9.146;-0.000235385;5.00E+01
9.1465;-0.000235391;5.00E+01
9.147;-0.000235398;5.00E+01
9.1475;-0.000235404;5.00E+01
9.148;-0.00023541;5.00E+01
9.1485;-0.000235416;5.00E+01
9.149;-0.000235422;5.00E+01
9.1495;-0.000235429;5.00E+01
9.15;-0.000235435;5.00E+01
9.1505;-0.000235441;5.00E+01
9.151;-0.000235447;5.00E+01
9.1515;-0.000235454;5.00E+01
9.152;-0.00023546;5.00E+01
9.1525;-0.000235467;5.00E+01
9.153;-0.000235473;5.00E+01
9.1535;-0.00023548;5.00E+01
9.154;-0.000235486;5.00E+01
9.1545;-0.000235493;5.00E+01
9.155;-0.000235499;5.00E+01
9.1555;-0.000235506;5.00E+01
9.156;-0.000235512;5.00E+01
9.1565;-0.000235519;5.00E+01
9.157;-0.000235525;5.00E+01
9.1575;-0.000235532;5.00E+01
9.158;-0.000235539;5.00E+01
9.1585;-0.000235545;5.00E+01
9.159;-0.000235552;5.00E+01
9.1595;-0.000235559;5.00E+01
9.16;-0.000235565;5.00E+01
9.1605;-0.000235572;5.00E+01
9.161;-0.000235579;5.00E+01
9.1615;-0.000235586;5.00E+01
9.162;-0.000235592;5.00E+01
9.1625;-0.000235599;5.00E+01
9.163;-0.000235606;5.00E+01
9.1635;-0.000235613;5.00E+01
9.164;-0.00023562;5.00E+01
9.1645;-0.000235626;5.00E+01
9.165;-0.000235633;5.00E+01
9.1655;-0.00023564;5.00E+01
9.166;-0.000235647;5.00E+01
9.1665;-0.000235654;5.00E+01
9.167;-0.000235661;5.00E+01
9.1675;-0.000235667;5.00E+01
9.168;-0.000235674;5.00E+01
9.1685;-0.000235681;5.00E+01
9.169;-0.000235688;5.00E+01
9.1695;-0.000235695;5.00E+01
9.17;-0.000235702;5.00E+01
9.1705;-0.000235709;5.00E+01
9.171;-0.000235716;5.00E+01
9.1715;-0.000235722;5.00E+01
9.172;-0.000235729;5.00E+01
9.1725;-0.000235736;5.00E+01
9.173;-0.000235743;5.00E+01
9.1735;-0.00023575;5.00E+01
9.174;-0.000235757;5.00E+01
9.1745;-0.000235764;5.00E+01
9.175;-0.000235771;5.00E+01
9.1755;-0.000235778;5.00E+01
9.176;-0.000235785;5.00E+01
9.1765;-0.000235792;5.00E+01
9.177;-0.000235799;5.00E+01
9.1775;-0.000235806;5.00E+01
9.178;-0.000235813;5.00E+01
9.1785;-0.00023582;5.00E+01
9.179;-0.000235827;5.00E+01
9.1795;-0.000235833;5.00E+01
9.18;-0.00023584;5.00E+01
9.1805;-0.000235847;5.00E+01
9.181;-0.000235854;5.00E+01
9.1815;-0.000235861;5.00E+01
9.182;-0.000235868;5.00E+01
9.1825;-0.000235875;5.00E+01
9.183;-0.000235882;5.00E+01
9.1835;-0.000235889;5.00E+01
9.184;-0.000235897;5.00E+01
9.1845;-0.000235904;5.00E+01
9.185;-0.000235911;5.00E+01
9.1855;-0.000235918;5.00E+01
9.186;-0.000235925;5.00E+01
9.1865;-0.000235932;5.00E+01
9.187;-0.000235939;5.00E+01
9.1875;-0.000235946;5.00E+01
9.188;-0.000235953;5.00E+01
9.1885;-0.00023596;5.00E+01
9.189;-0.000235967;5.00E+01
9.1895;-0.000235974;5.00E+01
9.19;-0.000235981;5.00E+01
9.1905;-0.000235988;5.00E+01
9.191;-0.000235995;5.00E+01
9.1915;-0.000236002;5.00E+01
9.192;-0.00023601;5.00E+01
9.1925;-0.000236017;5.00E+01
9.193;-0.000236024;5.00E+01
9.1935;-0.000236031;5.00E+01
9.194;-0.000236038;5.00E+01
9.1945;-0.000236045;5.00E+01
9.195;-0.000236052;5.00E+01
9.1955;-0.000236059;5.00E+01
9.196;-0.000236067;5.00E+01
9.1965;-0.000236074;5.00E+01
9.197;-0.000236081;5.00E+01
9.1975;-0.000236088;5.00E+01
9.198;-0.000236095;5.00E+01
9.1985;-0.000236102;5.00E+01
9.199;-0.00023611;5.00E+01
9.1995;-0.000236117;5.00E+01
9.2;-0.000236124;5.00E+01
9.2005;-0.000236131;5.00E+01
9.201;-0.000236138;5.00E+01
9.2015;-0.000236146;5.00E+01
9.202;-0.000236153;5.00E+01
9.2025;-0.00023616;5.00E+01
9.203;-0.000236167;5.00E+01
9.2035;-0.000236175;5.00E+01
9.204;-0.000236182;5.00E+01
9.2045;-0.000236189;5.00E+01
9.205;-0.000236196;5.00E+01
9.2055;-0.000236203;5.00E+01
9.206;-0.000236211;5.00E+01
9.2065;-0.000236218;5.00E+01
9.207;-0.000236225;5.00E+01
9.2075;-0.000236233;5.00E+01
9.208;-0.00023624;5.00E+01
9.2085;-0.000236247;5.00E+01
9.209;-0.000236254;5.00E+01
9.2095;-0.000236262;5.00E+01
9.21;-0.000236269;5.00E+01
9.2105;-0.000236276;5.00E+01
9.211;-0.000236284;5.00E+01
9.2115;-0.000236291;5.00E+01
9.212;-0.000236298;5.00E+01
9.2125;-0.000236306;5.00E+01
9.213;-0.000236313;5.00E+01
9.2135;-0.00023632;5.00E+01
9.214;-0.000236328;5.00E+01
9.2145;-0.000236335;5.00E+01
9.215;-0.000236342;5.00E+01
9.2155;-0.00023635;5.00E+01
9.216;-0.000236357;5.00E+01
9.2165;-0.000236364;5.00E+01
9.217;-0.000236372;5.00E+01
9.2175;-0.000236379;5.00E+01
9.218;-0.000236386;5.00E+01
9.2185;-0.000236394;5.00E+01
9.219;-0.000236401;5.00E+01
9.2195;-0.000236408;5.00E+01
9.22;-0.000236416;5.00E+01
9.2205;-0.000236423;5.00E+01
9.221;-0.000236431;5.00E+01
9.2215;-0.000236438;5.00E+01
9.222;-0.000236445;5.00E+01
9.2225;-0.000236453;5.00E+01
9.223;-0.00023646;5.00E+01
9.2235;-0.000236468;5.00E+01
9.224;-0.000236475;5.00E+01
9.2245;-0.000236483;5.00E+01
9.225;-0.00023649;5.00E+01
9.2255;-0.000236497;5.00E+01
9.226;-0.000236505;5.00E+01
9.2265;-0.000236512;5.00E+01
9.227;-0.00023652;5.00E+01
9.2275;-0.000236527;5.00E+01
9.228;-0.000236535;5.00E+01
9.2285;-0.000236542;5.00E+01
9.229;-0.000236549;5.00E+01
9.2295;-0.000236557;5.00E+01
9.23;-0.000236564;5.00E+01
9.2305;-0.000236572;5.00E+01
9.231;-0.000236579;5.00E+01
9.2315;-0.000236587;5.00E+01
9.232;-0.000236594;5.00E+01
9.2325;-0.000236602;5.00E+01
9.233;-0.000236609;5.00E+01
9.2335;-0.000236617;5.00E+01
9.234;-0.000236624;5.00E+01
9.2345;-0.000236632;5.00E+01
9.235;-0.000236639;5.00E+01
9.2355;-0.000236647;5.00E+01
9.236;-0.000236654;5.00E+01
9.2365;-0.000236662;5.00E+01
9.237;-0.000236669;5.00E+01
9.2375;-0.000236677;5.00E+01
9.238;-0.000236684;5.00E+01
9.2385;-0.000236692;5.00E+01
9.239;-0.000236699;5.00E+01
9.2395;-0.000236707;5.00E+01
9.24;-0.000236714;5.00E+01
9.2405;-0.000236722;5.00E+01
9.241;-0.000236729;5.00E+01
9.2415;-0.000236737;5.00E+01
9.242;-0.000236744;5.00E+01
9.2425;-0.000236752;5.00E+01
9.243;-0.000236759;5.00E+01
9.2435;-0.000236767;5.00E+01
9.244;-0.000236775;5.00E+01
9.2445;-0.000236782;5.00E+01
9.245;-0.00023679;5.00E+01
9.2455;-0.000236797;5.00E+01
9.246;-0.000236805;5.00E+01
9.2465;-0.000236812;5.00E+01
9.247;-0.00023682;5.00E+01
9.2475;-0.000236827;5.00E+01
9.248;-0.000236835;5.00E+01
9.2485;-0.000236843;5.00E+01
9.249;-0.00023685;5.00E+01
9.2495;-0.000236858;5.00E+01
9.25;-0.000236865;5.00E+01
9.2505;-0.000236873;5.00E+01
9.251;-0.00023688;5.00E+01
9.2515;-0.000236888;5.00E+01
9.252;-0.000236895;5.00E+01
9.2525;-0.000236903;5.00E+01
9.253;-0.000236911;5.00E+01
9.2535;-0.000236918;5.00E+01
9.254;-0.000236926;5.00E+01
9.2545;-0.000236933;5.00E+01
9.255;-0.000236941;5.00E+01
9.2555;-0.000236949;5.00E+01
9.256;-0.000236956;5.00E+01
9.2565;-0.000236964;5.00E+01
9.257;-0.000236971;5.00E+01
9.2575;-0.000236979;5.00E+01
9.258;-0.000236986;5.00E+01
9.2585;-0.000236994;5.00E+01
9.259;-0.000237002;5.00E+01
9.2595;-0.000237009;5.00E+01
9.26;-0.000237017;5.00E+01
9.2605;-0.000237024;5.00E+01
9.261;-0.000237032;5.00E+01
9.2615;-0.00023704;5.00E+01
9.262;-0.000237047;5.00E+01
9.2625;-0.000237055;5.00E+01
9.263;-0.000237062;5.00E+01
9.2635;-0.00023707;5.00E+01
9.264;-0.000237078;5.00E+01
9.2645;-0.000237085;5.00E+01
9.265;-0.000237093;5.00E+01
9.2655;-0.0002371;5.00E+01
9.266;-0.000237108;5.00E+01
9.2665;-0.000237116;5.00E+01
9.267;-0.000237123;5.00E+01
9.2675;-0.000237131;5.00E+01
9.268;-0.000237138;5.00E+01
9.2685;-0.000237146;5.00E+01
9.269;-0.000237154;5.00E+01
9.2695;-0.000237161;5.00E+01
9.27;-0.000237169;5.00E+01
9.2705;-0.000237176;5.00E+01
9.271;-0.000237184;5.00E+01
9.2715;-0.000237191;5.00E+01
9.272;-0.000237199;5.00E+01
9.2725;-0.000237207;5.00E+01
9.273;-0.000237214;5.00E+01
9.2735;-0.000237222;5.00E+01
9.274;-0.000237229;5.00E+01
9.2745;-0.000237237;5.00E+01
9.275;-0.000237245;5.00E+01
9.2755;-0.000237252;5.00E+01
9.276;-0.00023726;5.00E+01
9.2765;-0.000237267;5.00E+01
9.277;-0.000237275;5.00E+01
9.2775;-0.000237283;5.00E+01
9.278;-0.00023729;5.00E+01
9.2785;-0.000237298;5.00E+01
9.279;-0.000237305;5.00E+01
9.2795;-0.000237313;5.00E+01
9.28;-0.000237321;5.00E+01
9.2805;-0.000237328;5.00E+01
9.281;-0.000237336;5.00E+01
9.2815;-0.000237343;5.00E+01
9.282;-0.000237351;5.00E+01
9.2825;-0.000237359;5.00E+01
9.283;-0.000237366;5.00E+01
9.2835;-0.000237374;5.00E+01
9.284;-0.000237381;5.00E+01
9.2845;-0.000237389;5.00E+01
9.285;-0.000237396;5.00E+01
9.2855;-0.000237404;5.00E+01
9.286;-0.000237412;5.00E+01
9.2865;-0.000237419;5.00E+01
9.287;-0.000237427;5.00E+01
9.2875;-0.000237434;5.00E+01
9.288;-0.000237442;5.00E+01
9.2885;-0.000237449;5.00E+01
9.289;-0.000237457;5.00E+01
9.2895;-0.000237465;5.00E+01
9.29;-0.000237472;5.00E+01
9.2905;-0.00023748;5.00E+01
9.291;-0.000237487;5.00E+01
9.2915;-0.000237495;5.00E+01
9.292;-0.000237502;5.00E+01
9.2925;-0.00023751;5.00E+01
9.293;-0.000237517;5.00E+01
9.2935;-0.000237525;5.00E+01
9.294;-0.000237533;5.00E+01
9.2945;-0.00023754;5.00E+01
9.295;-0.000237548;5.00E+01
9.2955;-0.000237555;5.00E+01
9.296;-0.000237563;5.00E+01
9.2965;-0.00023757;5.00E+01
9.297;-0.000237578;5.00E+01
9.2975;-0.000237585;5.00E+01
9.298;-0.000237593;5.00E+01
9.2985;-0.0002376;5.00E+01
9.299;-0.000237608;5.00E+01
9.2995;-0.000237615;5.00E+01
9.3;-0.000237623;5.00E+01
9.3005;-0.00023763;5.00E+01
9.301;-0.000237638;5.00E+01
9.3015;-0.000237645;5.00E+01
9.302;-0.000237653;5.00E+01
9.3025;-0.00023766;5.00E+01
9.303;-0.000237668;5.00E+01
9.3035;-0.000237675;5.00E+01
9.304;-0.000237683;5.00E+01
9.3045;-0.00023769;5.00E+01
9.305;-0.000237698;5.00E+01
9.3055;-0.000237705;5.00E+01
9.306;-0.000237713;5.00E+01
9.3065;-0.00023772;5.00E+01
9.307;-0.000237728;5.00E+01
9.3075;-0.000237735;5.00E+01
9.308;-0.000237743;5.00E+01
9.3085;-0.00023775;5.00E+01
9.309;-0.000237758;5.00E+01
9.3095;-0.000237765;5.00E+01
9.31;-0.000237773;5.00E+01
9.3105;-0.00023778;5.00E+01
9.311;-0.000237788;5.00E+01
9.3115;-0.000237795;5.00E+01
9.312;-0.000237803;5.00E+01
9.3125;-0.00023781;5.00E+01
9.313;-0.000237817;5.00E+01
9.3135;-0.000237825;5.00E+01
9.314;-0.000237832;5.00E+01
9.3145;-0.00023784;5.00E+01
9.315;-0.000237847;5.00E+01
9.3155;-0.000237855;5.00E+01
9.316;-0.000237862;5.00E+01
9.3165;-0.000237869;5.00E+01
9.317;-0.000237877;5.00E+01
9.3175;-0.000237884;5.00E+01
9.318;-0.000237892;5.00E+01
9.3185;-0.000237899;5.00E+01
9.319;-0.000237906;5.00E+01
9.3195;-0.000237914;5.00E+01
9.32;-0.000237921;5.00E+01
9.3205;-0.000237929;5.00E+01
9.321;-0.000237936;5.00E+01
9.3215;-0.000237943;5.00E+01
9.322;-0.000237951;5.00E+01
9.3225;-0.000237958;5.00E+01
9.323;-0.000237965;5.00E+01
9.3235;-0.000237973;5.00E+01
9.324;-0.00023798;5.00E+01
9.3245;-0.000237987;5.00E+01
9.325;-0.000237995;5.00E+01
9.3255;-0.000238002;5.00E+01
9.326;-0.000238009;5.00E+01
9.3265;-0.000238017;5.00E+01
9.327;-0.000238024;5.00E+01
9.3275;-0.000238031;5.00E+01
9.328;-0.000238039;5.00E+01
9.3285;-0.000238046;5.00E+01
9.329;-0.000238053;5.00E+01
9.3295;-0.000238061;5.00E+01
9.33;-0.000238068;5.00E+01
9.3305;-0.000238075;5.00E+01
9.331;-0.000238083;5.00E+01
9.3315;-0.00023809;5.00E+01
9.332;-0.000238097;5.00E+01
9.3325;-0.000238104;5.00E+01
9.333;-0.000238112;5.00E+01
