"Freq [GHz]","dB(St(Signal3_3_T2,Signal3_3_T1)) []"
1,-0.0241799035060374
1.00280056011202,-0.0243216657078692
1.00560112022404,-0.0244639495770945
1.00840168033607,-0.0246067573008823
1.01120224044809,-0.0247500910924087
1.01400280056011,-0.0248939531911489
1.01680336067213,-0.0250383458631037
1.01960392078416,-0.025183271401117
1.02240448089618,-0.0253287321251332
1.0252050410082,-0.0254747303824662
1.02800560112022,-0.0256212685480989
1.03080616123225,-0.0257683490249707
1.03360672134427,-0.0259159742442489
1.03640728145629,-0.0260641466656316
1.03920784156831,-0.0262128687776496
1.04200840168034,-0.0263621430979595
1.04480896179236,-0.0265119721736226
1.04760952190438,-0.0266623585814536
1.0504100820164,-0.0268133049282863
1.05321064212843,-0.026964813851321
1.05601120224045,-0.0271168880184011
1.05881176235247,-0.0272695301283827
1.06161232246449,-0.0274227429113957
1.06441288257652,-0.0275765291292145
1.06721344268854,-0.0277308915755819
1.07001400280056,-0.0278858330765239
1.07281456291258,-0.0280413564906864
1.0756151230246,-0.0281974647096895
1.07841568313663,-0.0283541606584825
1.08121624324865,-0.028511447295659
1.08401680336067,-0.0286693276138186
1.08681736347269,-0.0288278046399461
1.08961792358472,-0.0289868814357467
1.09241848369674,-0.0291465610980187
1.09521904380876,-0.0293068467590191
1.09801960392078,-0.0294677415868289
1.10082016403281,-0.0296292487857522
1.10362072414483,-0.0297913715966723
1.10642128425685,-0.0299541132974484
1.10922184436887,-0.0301174772032944
1.1120224044809,-0.0302814666671955
1.11482296459292,-0.0304460850802682
1.11762352470494,-0.0306113358722164
1.12042408481696,-0.0307772225116788
1.12322464492899,-0.030943748506698
1.12602520504101,-0.0311109174050919
1.12882576515303,-0.0312787327948948
1.13162632526505,-0.0314471983047811
1.13442688537708,-0.0316163176045202
1.1372274454891,-0.031786094405361
1.14002800560112,-0.0319565324605256
1.14282856571314,-0.0321276355656284
1.14562912582516,-0.0322994075591255
1.14842968593719,-0.0324718523227885
1.15123024604921,-0.0326449737821589
1.15403080616123,-0.0328187759070257
1.15683136627325,-0.0329932627118737
1.15963192638528,-0.0331684382563873
1.1624324864973,-0.0333443066459231
1.16523304660932,-0.0335208720320114
1.16803360672134,-0.0336981386128464
1.17083416683337,-0.0338761106337779
1.17363472694539,-0.0340547923878467
1.17643528705741,-0.0342341882162661
1.17923584716943,-0.0344143025089745
1.18203640728146,-0.0345951397051328
1.18483696739348,-0.0347767042936797
1.1876375275055,-0.0349590008138647
1.19043808761752,-0.0351420338557979
1.19323864772955,-0.0353258080609848
1.19603920784157,-0.0355103281229079
1.19883976795359,-0.035695598787588
1.20164032806561,-0.0358816248541496
1.20444088817764,-0.0360684111754043
1.20724144828966,-0.0362559626584413
1.21004200840168,-0.0364442842652227
1.2128425685137,-0.0366333810131834
1.21564312862573,-0.0368232579758304
1.21844368873775,-0.0370139202833859
1.22124424884977,-0.0372053731233806
1.22404480896179,-0.0373976217413035
