        Frequency / GHz                S2,1/abs,dB
----------------------------------------------------------------------
                       1                    -0.014259979
                1.014014                    -0.014717657
                1.028028                    -0.015184481
                1.042042                     -0.01566059
               1.0560561                    -0.016146129
               1.0700701                    -0.016641251
               1.0840841                    -0.017146114
               1.0980981                    -0.017660884
               1.1121121                    -0.018185735
               1.1261261                    -0.018720847
               1.1401401                    -0.019266411
               1.1541542                    -0.019822623
               1.1681682                     -0.02038969
               1.1821822                    -0.020967827
               1.1961962                    -0.021557257
               1.2102102                    -0.022158214
               1.2242242                    -0.022770944
               1.2382382                    -0.023395699
               1.2522523                    -0.024032746
               1.2662663                    -0.024682361
               1.2802803                    -0.025344832
               1.2942943                    -0.026020461
               1.3083083                     -0.02670956
               1.3223223                    -0.027412457
               1.3363363                    -0.028129493
               1.3503504                    -0.028861023
               1.3643644                    -0.029607417
               1.3783784                    -0.030369063
               1.3923924                    -0.031146364
               1.4064064                    -0.031939739
               1.4204204                    -0.032749628
               1.4344344                    -0.033576487
               1.4484484                    -0.034420795
               1.4624625                     -0.03528305
               1.4764765                     -0.03616377
               1.4904905                    -0.037063499
               1.5045045                    -0.037982804
               1.5185185                    -0.038922275
               1.5325325                    -0.039882529
               1.5465465                    -0.040864213
               1.5605606                    -0.041867999
               1.5745746                    -0.042894591
               1.5885886                    -0.043944726
               1.6026026                    -0.045019172
               1.6166166                    -0.046118734
               1.6306306                    -0.047244252
               1.6446446                    -0.048396607
               1.6586587                    -0.049576717
               1.6726727                    -0.050785547
               1.6866867                    -0.052024104
               1.7007007                    -0.053293445
               1.7147147                    -0.054594675
               1.7287287                    -0.055928953
               1.7427427                    -0.057297492
               1.7567568                    -0.058701566
               1.7707708                    -0.060142508
               1.7847848                    -0.061621719
               1.7987988                    -0.063140668
               1.8128128                    -0.064700896
               1.8268268                    -0.066304021
               1.8408408                    -0.067951744
               1.8548549                     -0.06964585
               1.8688689                    -0.071388216
               1.8828829                    -0.073180817
               1.8968969                    -0.075025727
               1.9109109                     -0.07692513
               1.9249249                    -0.078881325
               1.9389389                    -0.080896731
                1.952953                    -0.082973898
                1.966967                    -0.085115511
                1.980981                    -0.087324402
                1.994995                    -0.089603556
                2.009009                    -0.091956124
                2.023023                    -0.094385429
                2.037037                    -0.096894981
               2.0510511                    -0.099488489
               2.0650651                     -0.10216987
               2.0790791                     -0.10494327
               2.0930931                     -0.10781306
               2.1071071                     -0.11078388
               2.1211211                     -0.11386065
               2.1351351                     -0.11704855
               2.1491491                      -0.1203531
               2.1631632                     -0.12378012
               2.1771772                     -0.12733583
               2.1911912                     -0.13102677
               2.2052052                     -0.13485993
               2.2192192                     -0.13884272
               2.2332332                       -0.142983
               2.2472472                     -0.14728914
               2.2612613                     -0.15177004
               2.2752753                     -0.15643517
               2.2892893                     -0.16129462
               2.3033033                     -0.16635911
               2.3173173                     -0.17164009
               2.3313313                     -0.17714977
               2.3453453                     -0.18290116
               2.3593594                     -0.18890813
               2.3733734                     -0.19518553
               2.3873874                     -0.20174919
               2.4014014                     -0.20861603
               2.4154154                     -0.21580414
               2.4294294                     -0.22333288
               2.4434434                     -0.23122295
               2.4574575                     -0.23949651
               2.4714715                     -0.24817729
               2.4854855                      -0.2572907
               2.4994995                     -0.26686396
               2.5135135                     -0.27692627
               2.5275275                     -0.28750889
               2.5415415                     -0.29864536
               2.5555556                     -0.31037162
               2.5695696                     -0.32272623
               2.5835836                     -0.33575051
               2.5975976                     -0.34948876
               2.6116116                      -0.3639885
               2.6256256                     -0.37930058
               2.6396396                     -0.39547953
               2.6536537                     -0.41258365
               2.6676677                     -0.43067534
               2.6816817                     -0.44982126
               2.6956957                     -0.47009252
               2.7097097                     -0.49156491
               2.7237237                     -0.51431903
               2.7377377                     -0.53844044
               2.7517518                     -0.56401966
               2.7657658                     -0.59115221
               2.7797798                     -0.61993849
               2.7937938                     -0.65048349
               2.8078078                     -0.68289644
               2.8218218                     -0.71729016
               2.8358358                      -0.7537802
               2.8498498                     -0.79248364
               2.8638639                     -0.83351752
               2.8778779                     -0.87699681
               2.8918919                     -0.92303182
               2.9059059                     -0.97172499
               2.9199199                      -1.0231669
               2.9339339                      -1.0774316
               2.9479479                      -1.1345708
                2.961962                       -1.194607
                2.975976                      -1.2575265
                 2.98999                        -1.32327
                3.004004                      -1.3917237
                3.018018                      -1.4627089
                3.032032                      -1.5359721
                3.046046                      -1.6111746
               3.0600601                      -1.6878842
               3.0740741                      -1.7655677
               3.0880881                      -1.8435878
               3.1021021                      -1.9212037
               3.1161161                      -1.9975772
               3.1301301                      -2.0717862
               3.1441441                       -2.142845
