        Frequency / GHz                S4,3/abs,linear
               1.1988398                      0.99922513
               1.2016403                      0.99922133
               1.2044409                      0.99921751
               1.2072414                      0.99921367
                1.210042                      0.99920983
               1.2128426                      0.99920596
               1.2156431                      0.99920209
               1.2184437                       0.9991982
               1.2212442                       0.9991943
               1.2240448                      0.99919039
               1.2268454                      0.99918646
               1.2296459                      0.99918252
               1.2324465                      0.99917857
                1.235247                       0.9991746
               1.2380476                      0.99917062
               1.2408482                      0.99916663
               1.2436487                      0.99916262
               1.2464493                       0.9991586
               1.2492498                      0.99915457
               1.2520504                      0.99915052
                1.254851                      0.99914646
               1.2576515                      0.99914238
               1.2604521                       0.9991383
               1.2632527                      0.99913419
               1.2660532                      0.99913008
               1.2688538                      0.99912595
               1.2716543                      0.99912181
               1.2744549                      0.99911765
               1.2772555                      0.99911349
                1.280056                       0.9991093
               1.2828566                      0.99910511
               1.2856571                       0.9991009
               1.2884577                      0.99909668
               1.2912583                      0.99909244
               1.2940588                      0.99908819
               1.2968594                      0.99908392
               1.2996599                      0.99907965
               1.3024605                      0.99907536
               1.3052611                      0.99907105
               1.3080616                      0.99906673
               1.3108622                       0.9990624
               1.3136627                      0.99905806
               1.3164633                       0.9990537
               1.3192639                      0.99904932
               1.3220644                      0.99904494
                1.324865                      0.99904054
               1.3276655                      0.99903612
               1.3304661                       0.9990317
               1.3332667                      0.99902726
               1.3360672                       0.9990228
               1.3388678                      0.99901833
               1.3416683                      0.99901385
               1.3444689                      0.99900935
               1.3472695                      0.99900484
                 1.35007                      0.99900032
               1.3528706                      0.99899578
               1.3556711                      0.99899123
               1.3584717                      0.99898666
               1.3612723                      0.99898208
               1.3640728                      0.99897749
               1.3668734                      0.99897288
               1.3696739                      0.99896826
               1.3724745                      0.99896363
               1.3752751                      0.99895898
               1.3780756                      0.99895431
               1.3808762                      0.99894964
               1.3836767                      0.99894495
               1.3864773                      0.99894024
               1.3892779                      0.99893552
               1.3920784                      0.99893079
                1.394879                      0.99892604
               1.3976795                      0.99892128
               1.4004801                      0.99891651
               1.4032807                      0.99891172
               1.4060812                      0.99890692
               1.4088818                       0.9989021
               1.4116823                      0.99889727
               1.4144829                      0.99889242
               1.4172835                      0.99888756
                1.420084                      0.99888269
               1.4228846                       0.9988778
               1.4256851                       0.9988729
               1.4284857                      0.99886798
               1.4312863                      0.99886305
               1.4340868                      0.99885811
               1.4368874                      0.99885315
               1.4396879                      0.99884818
               1.4424885                      0.99884319
               1.4452891                      0.99883819
               1.4480896                      0.99883317
               1.4508902                      0.99882814
               1.4536907                       0.9988231
               1.4564913                      0.99881804
               1.4592919                      0.99881297
               1.4620924                      0.99880788
                1.464893                      0.99880278
               1.4676935                      0.99879766
               1.4704941                      0.99879253
               1.4732947                      0.99878739
               1.4760952                      0.99878223
               1.4788958                      0.99877705
               1.4816963                      0.99877186
               1.4844969                      0.99876666
               1.4872975                      0.99876144
                1.490098                      0.99875621
               1.4928986                      0.99875097
               1.4956991                       0.9987457
               1.4984997                      0.99874043
               1.5013003                      0.99873514
               1.5041008                      0.99872983
               1.5069014                      0.99872451
               1.5097019                      0.99871918
               1.5125025                      0.99871383
               1.5153031                      0.99870847
               1.5181036                      0.99870309
               1.5209042                       0.9986977
               1.5237047                      0.99869229
               1.5265053                      0.99868687
               1.5293059                      0.99868143
               1.5321064                      0.99867598
                1.534907                      0.99867051
               1.5377075                      0.99866503
               1.5405081                      0.99865954
               1.5433087                      0.99865403
               1.5461092                       0.9986485
               1.5489098                      0.99864296
               1.5517103                       0.9986374
               1.5545109                      0.99863183
               1.5573115                      0.99862625
                1.560112                      0.99862065
               1.5629126                      0.99861503
               1.5657131                       0.9986094
               1.5685137                      0.99860376
               1.5713143                       0.9985981
               1.5741148                      0.99859242
               1.5769154                      0.99858673
               1.5797159                      0.99858103
               1.5825165                      0.99857531
               1.5853171                      0.99856957
               1.5881176                      0.99856382
               1.5909182                      0.99855806
               1.5937187                      0.99855227
               1.5965193                      0.99854648
               1.5993199                      0.99854067
               1.6021204                      0.99853484
                1.604921                        0.998529
               1.6077215                      0.99852314
               1.6105221                      0.99851727
               1.6133227                      0.99851138
               1.6161232                      0.99850548
               1.6189238                      0.99849956
               1.6217243                      0.99849363
               1.6245249                      0.99848768
               1.6273255                      0.99848171
                1.630126                      0.99847573
               1.6329266                      0.99846974
               1.6357271                      0.99846373
               1.6385277                       0.9984577
               1.6413283                      0.99845166
               1.6441288                       0.9984456
               1.6469294                      0.99843953
               1.6497299                      0.99843344
               1.6525305                      0.99842733
               1.6553311                      0.99842121
               1.6581316                      0.99841508
               1.6609322                      0.99840893
               1.6637327                      0.99840276
               1.6665333                      0.99839658
               1.6693339                      0.99839038
               1.6721344                      0.99838417
                1.674935                      0.99837794
               1.6777355                      0.99837169
               1.6805361                      0.99836543
               1.6833367                      0.99835915
               1.6861372                      0.99835286
               1.6889378                      0.99834655
               1.6917383                      0.99834022
               1.6945389                      0.99833388
               1.6973395                      0.99832753
                 1.70014                      0.99832115
               1.7029406                      0.99831477
               1.7057411                      0.99830836
               1.7085417                      0.99830194
               1.7113423                       0.9982955
               1.7141428                      0.99828905
               1.7169434                      0.99828258
               1.7197439                      0.99827609
               1.7225445                      0.99826959
               1.7253451                      0.99826308
               1.7281456                      0.99825654
               1.7309462                      0.99824999
               1.7337467                      0.99824342
               1.7365473                      0.99823684
               1.7393479                      0.99823024
               1.7421484                      0.99822363
                1.744949                        0.998217
               1.7477495                      0.99821035
               1.7505501                      0.99820368
               1.7533507                        0.998197
               1.7561512                       0.9981903
               1.7589518                      0.99818359
               1.7617524                      0.99817686
               1.7645529                      0.99817011
               1.7673535                      0.99816335
                1.770154                      0.99815657
               1.7729546                      0.99814977
               1.7757552                      0.99814296
               1.7785557                      0.99813613
               1.7813563                      0.99812928
               1.7841568                      0.99812242
               1.7869574                      0.99811553
                1.789758                      0.99810864
               1.7925585                      0.99810172
               1.7953591                      0.99809479
               1.7981596                      0.99808784
               1.8009602                      0.99808088
               1.8037608                       0.9980739
               1.8065613                       0.9980669
               1.8093619                      0.99805988
               1.8121624                      0.99805285
                1.814963                       0.9980458
               1.8177636                      0.99803873
               1.8205641                      0.99803165
               1.8233647                      0.99802455
               1.8261652                      0.99801743
               1.8289658                      0.99801029
               1.8317664                      0.99800314
               1.8345669                      0.99799597
               1.8373675                      0.99798878
                1.840168                      0.99798158
               1.8429686                      0.99797435
               1.8457692                      0.99796712
               1.8485697                      0.99795986
               1.8513703                      0.99795258
               1.8541708                      0.99794529
               1.8569714                      0.99793798
                1.859772                      0.99793066
               1.8625725                      0.99792331
               1.8653731                      0.99791595
               1.8681736                      0.99790857
               1.8709742                      0.99790117
               1.8737748                      0.99789376
               1.8765753                      0.99788632
               1.8793759                      0.99787887
               1.8821764                      0.99787141
                1.884977                      0.99786392
               1.8877776                      0.99785641
               1.8905781                      0.99784889
               1.8933787                      0.99784135
               1.8961792                       0.9978338
               1.8989798                      0.99782622
               1.9017804                      0.99781863
               1.9045809                      0.99781101
               1.9073815                      0.99780338
                1.910182                      0.99779574
               1.9129826                      0.99778807
               1.9157832                      0.99778038
               1.9185837                      0.99777268
               1.9213843                      0.99776496
               1.9241848                      0.99775722
               1.9269854                      0.99774946
                1.929786                      0.99774169
               1.9325865                      0.99773389
               1.9353871                      0.99772608
               1.9381876                      0.99771825
               1.9409882                       0.9977104
               1.9437888                      0.99770253
               1.9465893                      0.99769464
               1.9493899                      0.99768674
               1.9521904                      0.99767881
                1.954991                      0.99767087
               1.9577916                      0.99766291
               1.9605921                      0.99765493
               1.9633927                      0.99764693
               1.9661932                      0.99763891
               1.9689938                      0.99763087
               1.9717944                      0.99762282
               1.9745949                      0.99761474
               1.9773955                      0.99760665
                1.980196                      0.99759854
               1.9829966                      0.99759041
               1.9857972                      0.99758225
               1.9885977                      0.99757408
               1.9913983                      0.99756589
               1.9941988                      0.99755769
               1.9969994                      0.99754946
                  1.9998                      0.99754121
               2.0026005                      0.99753294
               2.0054011                      0.99752466
               2.0082016                      0.99751635
               2.0110022                      0.99750803
               2.0138028                      0.99749968
               2.0166033                      0.99749132
               2.0194039                      0.99748293
               2.0222044                      0.99747453
                2.025005                      0.99746611
               2.0278056                      0.99745767
               2.0306061                       0.9974492
               2.0334067                      0.99744072
               2.0362072                      0.99743222
               2.0390078                       0.9974237
               2.0418084                      0.99741515
               2.0446089                      0.99740659
               2.0474095                      0.99739801
                 2.05021                      0.99738941
               2.0530106                      0.99738079
               2.0558112                      0.99737214
               2.0586117                      0.99736348
               2.0614123                       0.9973548
               2.0642128                       0.9973461
               2.0670134                      0.99733737
                2.069814                      0.99732863
               2.0726145                      0.99731986
               2.0754151                      0.99731108
               2.0782156                      0.99730227
               2.0810162                      0.99729345
               2.0838168                       0.9972846
               2.0866173                      0.99727573
               2.0894179                      0.99726685
               2.0922184                      0.99725794
                2.095019                      0.99724901
               2.0978196                      0.99724006
               2.1006201                      0.99723109
               2.1034207                       0.9972221
               2.1062212                      0.99721308
               2.1090218                      0.99720405
               2.1118224                      0.99719499
               2.1146229                      0.99718592
               2.1174235                      0.99717682
                2.120224                       0.9971677
               2.1230246                      0.99715856
               2.1258252                       0.9971494
               2.1286257                      0.99714022
               2.1314263                      0.99713101
               2.1342268                      0.99712179
               2.1370274                      0.99711254
                2.139828                      0.99710327
               2.1426285                      0.99709398
               2.1454291                      0.99708467
               2.1482296                      0.99707533
               2.1510302                      0.99706598
               2.1538308                       0.9970566
               2.1566313                       0.9970472
               2.1594319                      0.99703778
               2.1622324                      0.99702834
                2.165033                      0.99701887
               2.1678336                      0.99700938
               2.1706341                      0.99699987
               2.1734347                      0.99699034
               2.1762352                      0.99698079
               2.1790358                      0.99697121
               2.1818364                      0.99696161
               2.1846369                      0.99695199
               2.1874375                      0.99694235
                2.190238                      0.99693268
               2.1930386                      0.99692299
               2.1958392                      0.99691328
               2.1986397                      0.99690354
               2.2014403                      0.99689379
               2.2042408                        0.996884
               2.2070414                       0.9968742
                2.209842                      0.99686438
               2.2126425                      0.99685453
               2.2154431                      0.99684465
               2.2182436                      0.99683476
               2.2210442                      0.99682484
               2.2238448                       0.9968149
               2.2266453                      0.99680493
               2.2294459                      0.99679494
               2.2322464                      0.99678493
                2.235047                       0.9967749
               2.2378476                      0.99676484
               2.2406481                      0.99675475
               2.2434487                      0.99674465
               2.2462492                      0.99673452
               2.2490498                      0.99672436
               2.2518504                      0.99671419
               2.2546509                      0.99670398
               2.2574515                      0.99669376
               2.2602521                      0.99668351
               2.2630526                      0.99667323
               2.2658532                      0.99666294
               2.2686537                      0.99665261
               2.2714543                      0.99664227
               2.2742549                      0.99663189
               2.2770554                       0.9966215
                2.279856                      0.99661108
               2.2826565                      0.99660063
               2.2854571                      0.99659016
               2.2882577                      0.99657967
               2.2910582                      0.99656915
               2.2938588                      0.99655861
               2.2966593                      0.99654804
               2.2994599                      0.99653744
               2.3022605                      0.99652683
                2.305061                      0.99651618
               2.3078616                      0.99650551
               2.3106621                      0.99649482
               2.3134627                       0.9964841
               2.3162633                      0.99647335
               2.3190638                      0.99646258
               2.3218644                      0.99645178
               2.3246649                      0.99644096
               2.3274655                      0.99643012
               2.3302661                      0.99641924
               2.3330666                      0.99640834
               2.3358672                      0.99639742
               2.3386677                      0.99638647
               2.3414683                      0.99637549
               2.3442689                      0.99636448
               2.3470694                      0.99635346
                 2.34987                       0.9963424
               2.3526705                      0.99633132
               2.3554711                      0.99632021
               2.3582717                      0.99630907
               2.3610722                      0.99629791
               2.3638728                      0.99628672
               2.3666733                      0.99627551
               2.3694739                      0.99626426
               2.3722745                        0.996253
                2.375075                       0.9962417
               2.3778756                      0.99623038
               2.3806761                      0.99621903
               2.3834767                      0.99620765
               2.3862773                      0.99619624
               2.3890778                      0.99618481
               2.3918784                      0.99617335
               2.3946789                      0.99616186
               2.3974795                      0.99615035
               2.4002801                      0.99613881
               2.4030806                      0.99612724
               2.4058812                      0.99611564
               2.4086817                      0.99610401
               2.4114823                      0.99609236
               2.4142829                      0.99608067
               2.4170834                      0.99606896
                2.419884                      0.99605722
               2.4226845                      0.99604546
               2.4254851                      0.99603366
               2.4282857                      0.99602184
               2.4310862                      0.99600998
               2.4338868                       0.9959981
               2.4366873                      0.99598619
               2.4394879                      0.99597425
               2.4422885                      0.99596228
                2.445089                      0.99595028
               2.4478896                      0.99593826
               2.4506901                       0.9959262
               2.4534907                      0.99591411
               2.4562913                        0.995902
               2.4590918                      0.99588985
               2.4618924                      0.99587768
               2.4646929                      0.99586548
               2.4674935                      0.99585324
               2.4702941                      0.99584098
               2.4730946                      0.99582869
               2.4758952                      0.99581636
               2.4786957                      0.99580401
               2.4814963                      0.99579162
               2.4842969                      0.99577921
               2.4870974                      0.99576676
                2.489898                      0.99575429
               2.4926985                      0.99574178
               2.4954991                      0.99572924
               2.4982997                      0.99571667
               2.5011002                      0.99570408
               2.5039008                      0.99569144
               2.5067013                      0.99567878
               2.5095019                      0.99566609
               2.5123025                      0.99565337
                2.515103                      0.99564061
               2.5179036                      0.99562782
               2.5207041                        0.995615
               2.5235047                      0.99560215
               2.5263053                      0.99558927
               2.5291058                      0.99557636
               2.5319064                      0.99556341
               2.5347069                      0.99555043
               2.5375075                      0.99553742
               2.5403081                      0.99552438
               2.5431086                       0.9955113
               2.5459092                      0.99549819
               2.5487097                      0.99548505
               2.5515103                      0.99547187
               2.5543109                      0.99545867
               2.5571114                      0.99544543
                2.559912                      0.99543215
               2.5627125                      0.99541885
               2.5655131                      0.99540551
               2.5683137                      0.99539213
               2.5711142                      0.99537872
               2.5739148                      0.99536528
               2.5767153                      0.99535181
               2.5795159                       0.9953383
               2.5823165                      0.99532476
                2.585117                      0.99531118
               2.5879176                      0.99529757
               2.5907181                      0.99528392
               2.5935187                      0.99527024
               2.5963193                      0.99525652
               2.5991198                      0.99524277
               2.6019204                      0.99522899
               2.6047209                      0.99521517
               2.6075215                      0.99520131
               2.6103221                      0.99518742
               2.6131226                       0.9951735
               2.6159232                      0.99515954
               2.6187237                      0.99514554
               2.6215243                      0.99513151
               2.6243249                      0.99511744
               2.6271254                      0.99510333
                2.629926                      0.99508919
               2.6327265                      0.99507502
               2.6355271                       0.9950608
               2.6383277                      0.99504655
               2.6411282                      0.99503227
               2.6439288                      0.99501795
               2.6467293                      0.99500359
               2.6495299                      0.99498919
               2.6523305                      0.99497476
                2.655131                      0.99496028
               2.6579316                      0.99494578
               2.6607321                      0.99493123
               2.6635327                      0.99491665
               2.6663333                      0.99490202
               2.6691338                      0.99488737
               2.6719344                      0.99487267
               2.6747349                      0.99485793
               2.6775355                      0.99484316
               2.6803361                      0.99482835
               2.6831366                       0.9948135
               2.6859372                      0.99479861
               2.6887377                      0.99478368
               2.6915383                      0.99476871
               2.6943389                      0.99475371
               2.6971394                      0.99473867
                 2.69994                      0.99472358
               2.7027405                      0.99470846
               2.7055411                       0.9946933
               2.7083417                       0.9946781
               2.7111422                      0.99466286
               2.7139428                      0.99464758
               2.7167433                      0.99463226
               2.7195439                      0.99461691
               2.7223445                      0.99460152
                2.725145                      0.99458609
               2.7279456                      0.99457063
               2.7307461                      0.99455513
               2.7335467                      0.99453962
               2.7363473                      0.99452409
               2.7391478                      0.99450858
               2.7419484                      0.99449312
               2.7447489                      0.99447782
               2.7475495                      0.99446282
               2.7503501                      0.99444808
               2.7531506                      0.99443248
               2.7559512                      0.99441567
               2.7587518                      0.99439887
               2.7615523                      0.99438236
               2.7643529                      0.99436604
               2.7671534                      0.99434978
                2.769954                      0.99433355
               2.7727546                      0.99431731
               2.7755551                      0.99430105
               2.7783557                      0.99428476
               2.7811562                      0.99426844
               2.7839568                      0.99425208
               2.7867574                      0.99423568
               2.7895579                      0.99421924
               2.7923585                      0.99420276
                2.795159                      0.99418623
               2.7979596                      0.99416967
               2.8007602                      0.99415306
               2.8035607                       0.9941364
               2.8063613                       0.9941197
               2.8091618                      0.99410295
               2.8119624                      0.99408616
                2.814763                      0.99406933
               2.8175635                      0.99405245
               2.8203641                      0.99403552
               2.8231646                      0.99401855
               2.8259652                      0.99400153
               2.8287658                      0.99398446
               2.8315663                      0.99396735
               2.8343669                      0.99395019
               2.8371674                      0.99393298
                2.839968                      0.99391573
               2.8427686                      0.99389843
               2.8455691                      0.99388108
               2.8483697                      0.99386368
               2.8511702                      0.99384624
               2.8539708                      0.99382875
               2.8567714                      0.99381121
               2.8595719                      0.99379362
               2.8623725                      0.99377598
                2.865173                      0.99375829
               2.8679736                      0.99374055
               2.8707742                      0.99372277
               2.8735747                      0.99370493
               2.8763753                      0.99368705
               2.8791758                      0.99366911
               2.8819764                      0.99365112
                2.884777                      0.99363309
               2.8875775                        0.993615
               2.8903781                      0.99359686
               2.8931786                      0.99357868
               2.8959792                      0.99356044
               2.8987798                      0.99354215
               2.9015803                       0.9935238
               2.9043809                      0.99350541
               2.9071814                      0.99348696
                2.909982                      0.99346847
               2.9127826                      0.99344992
               2.9155831                      0.99343131
               2.9183837                      0.99341266
               2.9211842                      0.99339395
               2.9239848                      0.99337519
               2.9267854                      0.99335637
               2.9295859                       0.9933375
               2.9323865                      0.99331858
                2.935187                       0.9932996
               2.9379876                      0.99328057
               2.9407882                      0.99326149
               2.9435887                      0.99324235
               2.9463893                      0.99322315
               2.9491898                       0.9932039
               2.9519904                       0.9931846
                2.954791                      0.99316524
               2.9575915                      0.99314582
               2.9603921                      0.99312635
               2.9631926                      0.99310682
               2.9659932                      0.99308723
               2.9687938                      0.99306759
               2.9715943                      0.99304789
               2.9743949                      0.99302814
               2.9771954                      0.99300833
                2.979996                      0.99298846
               2.9827966                      0.99296853
               2.9855971                      0.99294854
               2.9883977                       0.9929285
               2.9911982                      0.99290839
               2.9939988                      0.99288823
               2.9967994                      0.99286801
               2.9995999                      0.99284773
               3.0024005                      0.99282739
                3.005201                      0.99280699
               3.0080016                      0.99278654
               3.0108022                      0.99276602
               3.0136027                      0.99274544
               3.0164033                       0.9927248
               3.0192038                       0.9927041
               3.0220044                      0.99268334
                3.024805                      0.99266251
               3.0276055                      0.99264163
               3.0304061                      0.99262068
               3.0332066                      0.99259968
               3.0360072                       0.9925786
               3.0388078                      0.99255747
               3.0416083                      0.99253628
               3.0444089                      0.99251502
               3.0472094                      0.99249369
                 3.05001                      0.99247231
               3.0528106                      0.99245086
               3.0556111                      0.99242934
               3.0584117                      0.99240776
               3.0612122                      0.99238612
               3.0640128                      0.99236441
               3.0668134                      0.99234264
               3.0696139                       0.9923208
               3.0724145                       0.9922989
                3.075215                      0.99227693
               3.0780156                      0.99225489
               3.0808162                      0.99223278
               3.0836167                      0.99221061
               3.0864173                      0.99218838
               3.0892178                      0.99216607
               3.0920184                       0.9921437
                3.094819                      0.99212126
               3.0976195                      0.99209875
               3.1004201                      0.99207617
               3.1032206                      0.99205353
               3.1060212                      0.99203081
               3.1088218                      0.99200803
               3.1116223                      0.99198517
               3.1144229                      0.99196225
               3.1172234                      0.99193926
                3.120024                      0.99191619
               3.1228246                      0.99189306
               3.1256251                      0.99186985
               3.1284257                      0.99184657
               3.1312262                      0.99182322
               3.1340268                       0.9917998
               3.1368274                       0.9917763
               3.1396279                      0.99175274
               3.1424285                       0.9917291
                3.145229                      0.99170538
               3.1480296                       0.9916816
               3.1508302                      0.99165774
               3.1536307                       0.9916338
               3.1564313                      0.99160979
               3.1592318                      0.99158571
               3.1620324                      0.99156155
                3.164833                      0.99153731
               3.1676335                        0.991513
               3.1704341                      0.99148862
               3.1732346                      0.99146415
               3.1760352                      0.99143961
               3.1788358                        0.991415
               3.1816363                       0.9913903
               3.1844369                      0.99136553
               3.1872374                      0.99134068
                3.190038                      0.99131575
               3.1928386                      0.99129075
               3.1956391                      0.99126566
               3.1984397                      0.99124049
               3.2012402                      0.99121525
               3.2040408                      0.99118992
