        Frequency / GHz                S3,1/abs,dB
               2.2052052                    -0.041333773
               2.2192192                    -0.041986121
               2.2332332                    -0.042645981
               2.2472472                    -0.043313442
               2.2612613                    -0.043988595
               2.2752753                    -0.044671532
               2.2892893                    -0.045362348
               2.3033033                    -0.046061138
               2.3173173                    -0.046768002
               2.3313313                     -0.04748304
               2.3453453                    -0.048206357
               2.3593594                    -0.048938056
               2.3733734                    -0.049678246
               2.3873874                    -0.050427038
               2.4014014                    -0.051184543
               2.4154154                    -0.051950878
               2.4294294                     -0.05272616
               2.4434434                    -0.053510511
               2.4574575                    -0.054304052
               2.4714715                    -0.055106912
               2.4854855                    -0.055919218
               2.4994995                    -0.056741104
               2.5135135                    -0.057572704
               2.5275275                    -0.058414157
               2.5415415                    -0.059265605
               2.5555556                    -0.060127192
               2.5695696                    -0.060999068
               2.5835836                    -0.061881384
               2.5975976                    -0.062774295
               2.6116116                    -0.063677962
               2.6256256                    -0.064592546
               2.6396396                    -0.065518216
               2.6536537                     -0.06645514
               2.6676677                    -0.067403495
               2.6816817                    -0.068363459
               2.6956957                    -0.069335213
               2.7097097                    -0.070318945
               2.7237237                    -0.071314843
               2.7377377                    -0.072323102
               2.7517518                    -0.073343917
               2.7657658                    -0.074377485
               2.7797798                    -0.075424003
               2.7937938                    -0.076483664
               2.8078078                    -0.077556654
               2.8218218                    -0.078643145
               2.8358358                    -0.079743286
               2.8498498                    -0.080857218
               2.8638639                    -0.081985171
               2.8778779                     -0.08312782
               2.8918919                    -0.084286775
               2.9059059                    -0.085463407
               2.9199199                    -0.086656687
               2.9339339                    -0.087865184
               2.9479479                    -0.089088864
                2.961962                    -0.090328296
                2.975976                    -0.091584059
                 2.98999                    -0.092856638
                       3                    -0.093776154
                3.004004                    -0.094146456
                3.018018                    -0.095453905
                3.032032                    -0.096779365
                3.046046                    -0.098123215
               3.0600601                    -0.099485835
               3.0740741                     -0.10086761
               3.0880881                     -0.10226895
               3.1021021                     -0.10369025
               3.1034483                     -0.10382785
               3.1161161                     -0.10513194
               3.1301301                     -0.10659444
               3.1441441                      -0.1080782
               3.1581582                     -0.10958367
               3.1721722                     -0.11111134
               3.1861862                     -0.11266168
               3.2002002                      -0.1142352
               3.2068966                     -0.11499541
               3.2142142                     -0.11583241
               3.2282282                     -0.11745385
               3.2422422                     -0.11910007
               3.2562563                     -0.12077166
               3.2702703                     -0.12246927
               3.2842843                     -0.12419375
               3.2982983                     -0.12594691
               3.3103448                     -0.12747824
               3.3123123                     -0.12773004
               3.3263263                     -0.12953621
               3.3403403                     -0.13137121
               3.3543544                     -0.13323703
               3.3683684                     -0.13513393
               3.3823824                     -0.13706243
               3.3963964                     -0.13902325
               3.4104104                     -0.14101717
               3.4137931                     -0.14150351
               3.4244244                     -0.14304502
               3.4384384                     -0.14510767
               3.4524525                     -0.14720603
               3.4664665                     -0.14934106
               3.4804805                     -0.15151372
               3.4944945                     -0.15372505
               3.5085085                     -0.15597609
               3.5172414                      -0.1573994
               3.5225225                     -0.15826795
               3.5365365                     -0.16060176
               3.5505506                     -0.16297869
               3.5645646                     -0.16539997
               3.5785786                     -0.16786686
               3.5925926                     -0.17038067
               3.6066066                     -0.17294274
               3.6206206                     -0.17555452
               3.6206897                     -0.17556751
               3.6346346                     -0.17821752
               3.6486486                     -0.18093349
               3.6626627                     -0.18370447
               3.6766767                     -0.18653273
               3.6906907                     -0.18942031
               3.7047047                     -0.19236864
               3.7187187                     -0.19537885
               3.7241379                     -0.19655981
               3.7327327                     -0.19845251
               3.7467467                     -0.20159163
               3.7607608                     -0.20479853
               3.7747748                     -0.20807566
               3.7887888                     -0.21142561
               3.8028028                     -0.21485104
               3.8168168                     -0.21835477
               3.8275862                     -0.22110233
               3.8308308                     -0.22193974
               3.8448448                     -0.22560902
               3.8588589                     -0.22936587
               3.8728729                     -0.23321376
               3.8868869                     -0.23715652
               3.9009009                     -0.24119879
               3.9149149                     -0.24534671
               3.9289289                     -0.24960615
               3.9310345                     -0.25025558
               3.9429429                     -0.25397134
                3.956957                     -0.25843926
                3.970971                     -0.26302342
                3.984985                     -0.26773259
                3.998999                     -0.27257191
                4.013013                     -0.27754633
                4.027027                     -0.28266124
               4.0344828                     -0.28544173
                4.041041                     -0.28792251
               4.0550551                     -0.29333644
               4.0690691                     -0.29890975
               4.0830831                      -0.3046496
               4.0970971                     -0.31056362
               4.1111111                      -0.3166599
               4.1251251                     -0.32294708
                4.137931                     -0.32886701
               4.1391391                     -0.32943438
               4.1531532                     -0.33613184
               4.1671672                     -0.34305108
               4.1811812                     -0.35021724
               4.1951952                     -0.35757365
               4.2092092                     -0.36522117
               4.2232232                     -0.37313568
               4.2372372                     -0.38133209
               4.2413793                     -0.38381092
               4.2512513                     -0.38982602
               4.2652653                     -0.39863388
               4.2792793                     -0.40777315
               4.2932933                     -0.41726253
               4.3073073                     -0.42712209
               4.3213213                     -0.43737332
               4.3353353                     -0.44803937
               4.3448276                     -0.45551209
               4.3493493                     -0.45914511
               4.3633634                     -0.47071736
               4.3773774                     -0.48278501
               4.3913914                     -0.49537925
               4.4054054                     -0.50853381
               4.4194194                     -0.52228515
               4.4334334                     -0.53667279
               4.4474474                     -0.55173957
               4.4482759                     -0.55265246
               4.4614615                     -0.56753203
               4.4754755                     -0.58410075
               4.4894895                     -0.60150081
               4.5035035                     -0.61979224
               4.5175175                     -0.63904059
               4.5315315                     -0.65931748
               4.5455455                     -0.68069808
               4.5517241                     -0.69050246
               4.5595596                      -0.7032782
               4.5735736                     -0.72714256
               4.5875876                     -0.75239818
               4.6016016                      -0.7791595
               4.6156156                     -0.80755277
               4.6296296                     -0.83771755
               4.6436436                     -0.86980835
               4.6551724                     -0.89777249
               4.6576577                      -0.9039966
               4.6716717                      -0.9404728
               4.6856857                     -0.97944907
               4.6996997                      -1.0211621
               4.7137137                      -1.0658765
               4.7277277                      -1.1138889
               4.7417417                      -1.1655321
               4.7557558                      -1.2211811
               4.7586207                      -1.2330881
               4.7697698                      -1.2812579
               4.7837838                      -1.3462388
               4.7977978                      -1.4166645
               4.8118118                       -1.493149
               4.8258258                      -1.5763919
               4.8398398                      -1.6671903
               4.8538539                      -1.7664542
                4.862069                      -1.8289997
               4.8678679                      -1.8752443
               4.8818819                      -1.9947592
               4.8958959                      -2.1263922
               4.9099099                      -2.2717563
               4.9239239                      -2.4327247
               4.9379379                      -2.6114798
                4.951952                      -2.8105738
               4.9655172                      -3.0254841
                4.965966                      -3.0330021
                 4.97998                      -3.2822951
                4.993994                      -3.5626326
                5.008008                      -3.8789894
                5.022022                       -4.237322
                5.036036                      -4.6448149
               5.0500501                      -5.1102089
               5.0640641                      -5.6442547
               5.0689655                       -5.849625
               5.0780781                      -6.2603536
               5.0920921                      -6.9754942
               5.1061061                      -7.8116651
               5.1201201                      -8.7980533
               5.1341341                      -9.9745477
               5.1481481                      -11.397325
               5.1621622                      -13.147004
               5.1724138                      -14.697085
               5.1761762                      -15.334353
               5.1901902                      -18.053204
               5.2042042                      -20.927293
               5.2182182                      -21.667893
               5.2322322                      -19.256489
               5.2462462                      -16.382849
               5.2602603                      -14.009056
               5.2742743                      -12.119244
               5.2758621                      -11.930236
               5.2882883                      -10.595651
               5.3023023                      -9.3456571
               5.3163163                       -8.304515
               5.3303303                      -7.4267351
               5.3443443                      -6.6794623
               5.3583584                      -6.0382492
               5.3723724                       -5.484414
               5.3793103                      -5.2379425
               5.3863864                      -5.0033576
               5.4004004                      -4.5834621
               5.4144144                      -4.2153442
               5.4284284                      -3.8913351
               5.4424424                      -3.6051057
               5.4564565                      -3.3513913
               5.4704705                      -3.1257824
               5.4827586                      -2.9481396
               5.4844845                       -2.924565
               5.4984985                      -2.7445948
               5.5125125                      -2.5831973
               5.5265265                      -2.4380866
               5.5405405                      -2.3073364
               5.5545546                      -2.1892255
               5.5685686                      -2.0823059
               5.5825826                      -1.9853317
               5.5862069                      -1.9617336
               5.5965966                      -1.8972104
               5.6106106                      -1.8169911
               5.6246246                      -1.7438437
               5.6386386                      -1.6770412
               5.6526527                      -1.6159455
               5.6666667                      -1.5599948
               5.6806807                      -1.5086934
               5.6896552                      -1.4780774
               5.6946947                      -1.4616027
               5.7087087                       -1.418334
               5.7227227                      -1.3785416
               5.7367367                      -1.3419178
               5.7507508                      -1.3081878
               5.7647648                      -1.2771059
               5.7787788                      -1.2484518
               5.7927928                      -1.2220281
               5.7931034                      -1.2214661
               5.8068068                      -1.1976556
               5.8208208                      -1.1751751
               5.8348348                      -1.1544411
               5.8488488                      -1.1353227
               5.8628629                      -1.1177009
               5.8768769                       -1.101468
               5.8908909                      -1.0865256
               5.8965517                      -1.0808352
               5.9049049                      -1.0727847
               5.9189189                      -1.0601636
               5.9329329                      -1.0485878
               5.9469469                      -1.0379894
                5.960961                      -1.0283059
                5.974975                      -1.0194799
                5.988989                      -1.0114591
                       6                        -1.00569
                6.003003                      -1.0041948
                6.017017                     -0.99764257
                6.031031                     -0.99176127
                6.045045                      -0.9865129
               6.0590591                     -0.98186234
               6.0730731                     -0.97777706
               6.0870871                     -0.97422691
               6.1011011                      -0.9711839
               6.1151151                     -0.96862203
               6.1291291                      -0.9665171
               6.1431431                     -0.96484656
               6.1571572                     -0.96358939
               6.1711712                     -0.96272595
               6.1851852                     -0.96223791
               6.1991992                     -0.96210807
               6.2132132                     -0.96232035
               6.2272272                     -0.96285964
               6.2412412                     -0.96371175
               6.2552553                     -0.96486334
               6.2692693                     -0.96630184
               6.2832833                      -0.9680154
               6.2972973                     -0.96999285
               6.3113113                      -0.9722236
               6.3253253                     -0.97469764
               6.3393393                     -0.97740549
               6.3533534                     -0.98033813
               6.3673674                     -0.98348702
               6.3813814                     -0.98684399
               6.3953954                     -0.99040129
               6.4094094                      -0.9941515
               6.4234234                     -0.99808753
               6.4374374                      -1.0022026
               6.4514515                      -1.0064902
               6.4654655                       -1.010944
               6.4794795                      -1.0155582
               6.4934935                      -1.0203267
               6.5075075                      -1.0252442
               6.5215215                      -1.0303051
               6.5355355                      -1.0355043
               6.5495495                      -1.0408366
               6.5635636                      -1.0462972
               6.5775776                      -1.0518813
               6.5915916                      -1.0575841
               6.6056056                      -1.0634011
               6.6196196                       -1.069328
               6.6336336                      -1.0753603
               6.6476476                      -1.0814937
               6.6616617                      -1.0877241
               6.6756757                      -1.0940474
               6.6896897                      -1.1004595
               6.7037037                      -1.1069565
               6.7177177                      -1.1135343
               6.7317317                      -1.1201892
               6.7457457                      -1.1269173
               6.7597598                      -1.1337148
               6.7737738                      -1.1405779
               6.7877878                      -1.1475029
               6.8018018                      -1.1544862
               6.8158158                       -1.161524
               6.8298298                      -1.1686128
               6.8438438                      -1.1757488
               6.8578579                      -1.1829285
               6.8718719                      -1.1901484
               6.8858859                      -1.1974048
               6.8998999                      -1.2046942
               6.9139139                      -1.2120131
               6.9279279                       -1.219358
               6.9419419                      -1.2267253
                6.955956                      -1.2341116
                 6.96997                      -1.2415134
                6.983984                      -1.2489271
                6.997998                      -1.2563495
                7.012012                       -1.263777
                7.026026                      -1.2712062
                 7.04004                      -1.2786337
               7.0540541                      -1.2860561
               7.0680681                        -1.29347
               7.0820821                      -1.3008721
               7.0960961                       -1.308259
               7.1101101                      -1.3156273
               7.1241241                       -1.322974
               7.1381381                      -1.3302955
               7.1521522                      -1.3375887
               7.1661662                      -1.3448504
               7.1801802                      -1.3520773
               7.1941942                      -1.3592663
               7.2082082                      -1.3664143
               7.2222222                      -1.3735182
               7.2362362                      -1.3805749
               7.2502503                      -1.3875815
               7.2642643                      -1.3945348
               7.2782783                      -1.4014321
               7.2922923                      -1.4082704
               7.3063063                      -1.4150468
               7.3203203                      -1.4217587
               7.3343343                      -1.4284032
               7.3483483                      -1.4349777
               7.3623624                      -1.4414796
               7.3763764                      -1.4479064
               7.3903904                      -1.4542554
               7.4044044                      -1.4605244
               7.4184184                      -1.4667108
               7.4324324                      -1.4728126
               7.4464464                      -1.4788273
               7.4604605                      -1.4847529
               7.4744745                      -1.4905873
               7.4884885                      -1.4963284
               7.5025025                      -1.5019745
               7.5165165                      -1.5075235
               7.5305305                      -1.5129738
               7.5445445                      -1.5183237
               7.5585586                      -1.5235716
               7.5725726                       -1.528716
               7.5865866                      -1.5337554
               7.6006006                      -1.5386885
               7.6146146                       -1.543514
               7.6286286                      -1.5482309
               7.6426426                       -1.552838
               7.6566567                      -1.5573343
               7.6706707                      -1.5617189
               7.6846847                      -1.5659911
               7.6986987                      -1.5701501
               7.7127127                      -1.5741953
               7.7267267                      -1.5781262
               7.7407407                      -1.5819422
               7.7547548                      -1.5856432
               7.7687688                      -1.5892286
               7.7827828                      -1.5926985
               7.7967968                      -1.5960527
               7.8108108                      -1.5992911
               7.8248248                       -1.602414
               7.8388388                      -1.6054213
               7.8528529                      -1.6083133
               7.8668669                      -1.6110905
               7.8808809                      -1.6137531
               7.8948949                      -1.6163016
               7.9089089                      -1.6187366
               7.9229229                      -1.6210587
               7.9369369                      -1.6232686
                7.950951                      -1.6253671
                7.964965                       -1.627355
                7.978979                      -1.6292332
                7.992993                      -1.6310027
                       8                       -1.631847
                8.007007                      -1.6326645
                8.021021                      -1.6342197
                8.035035                      -1.6356694
                8.049049                      -1.6370148
               8.0630631                      -1.6382573
               8.0770771                       -1.639398
               8.0910911                      -1.6404385
               8.1051051                      -1.6413799
               8.1191191                      -1.6422239
               8.1331331                      -1.6429719
               8.1471471                      -1.6436254
               8.1611612                      -1.6441859
               8.1751752                      -1.6446552
               8.1891892                      -1.6450347
               8.2032032                      -1.6453263
               8.2172172                      -1.6455315
               8.2312312                      -1.6456521
               8.2452452                      -1.6456898
               8.2592593                      -1.6456464
               8.2732733                      -1.6455236
               8.2872873                      -1.6453233
               8.3013013                      -1.6450472
               8.3153153                      -1.6446973
               8.3293293                      -1.6442753
               8.3433433                       -1.643783
               8.3573574                      -1.6432224
               8.3713714                      -1.6425952
               8.3853854                      -1.6419034
               8.3993994                      -1.6411488
               8.4134134                      -1.6403332
               8.4274274                      -1.6394586
               8.4414414                      -1.6385268
               8.4554555                      -1.6375396
               8.4694695                      -1.6364989
               8.4834835                      -1.6354065
               8.4974975                      -1.6342643
               8.5115115                      -1.6330741
               8.5255255                      -1.6318377
               8.5395395                      -1.6305569
               8.5535536                      -1.6292336
               8.5675676                      -1.6278694
               8.5815816                      -1.6264661
               8.5955956                      -1.6250255
               8.6096096                      -1.6235493
               8.6236236                      -1.6220392
               8.6376376                      -1.6204969
               8.6516517                      -1.6189241
               8.6656657                      -1.6173225
               8.6796797                      -1.6156936
               8.6936937                      -1.6140391
               8.7077077                      -1.6123605
               8.7217217                      -1.6106595
               8.7357357                      -1.6089376
               8.7497497                      -1.6071963
               8.7637638                      -1.6054371
               8.7777778                      -1.6036615
               8.7917918                      -1.6018709
               8.8058058                      -1.6000669
               8.8198198                      -1.5982507
               8.8338338                      -1.5964238
               8.8478478                      -1.5945875
               8.8618619                      -1.5927432
               8.8758759                      -1.5908923
               8.8898899                      -1.5890358
               8.9039039                      -1.5871753
               8.9179179                      -1.5853118
               8.9319319                      -1.5834466
               8.9459459                      -1.5815809
                 8.95996                      -1.5797159
                8.973974                      -1.5778528
                8.987988                      -1.5759925
                9.002002                      -1.5741363
                9.016016                      -1.5722852
                 9.03003                      -1.5704403
                9.044044                      -1.5686026
               9.0580581                      -1.5667731
               9.0720721                      -1.5649529
               9.0860861                      -1.5631428
               9.1001001                      -1.5613438
               9.1141141                      -1.5595568
               9.1281281                      -1.5577829
               9.1421421                      -1.5560227
               9.1561562                      -1.5542772
               9.1701702                      -1.5525473
               9.1841842                      -1.5508337
               9.1981982                      -1.5491372
               9.2122122                      -1.5474587
               9.2262262                      -1.5457989
               9.2402402                      -1.5441586
               9.2542543                      -1.5425385
               9.2682683                      -1.5409392
               9.2822823                      -1.5393616
               9.2962963                      -1.5378062
               9.3103103                      -1.5362737
               9.3243243                      -1.5347648
               9.3383383                      -1.5332802
               9.3523524                      -1.5318203
               9.3663664                      -1.5303859
               9.3803804                      -1.5289775
               9.3943944                      -1.5275956
               9.4084084                      -1.5262409
               9.4224224                      -1.5249139
               9.4364364                       -1.523615
               9.4504505                      -1.5223449
               9.4644645                       -1.521104
               9.4784785                      -1.5198929
               9.4924925                      -1.5187119
               9.5065065                      -1.5175616
               9.5205205                      -1.5164425
               9.5345345                      -1.5153549
               9.5485485                      -1.5142993
               9.5625626                      -1.5132762
               9.5765766                      -1.5122859
               9.5905906                      -1.5113289
               9.6046046                      -1.5104056
               9.6186186                      -1.5095163
               9.6326326                      -1.5086614
               9.6466466                      -1.5078414
               9.6606607                      -1.5070565
               9.6746747                      -1.5063071
               9.6886887                      -1.5055936
               9.7027027                      -1.5049163
               9.7167167                      -1.5042756
               9.7307307                      -1.5036718
               9.7447447                      -1.5031052
               9.7587588                      -1.5025761
               9.7727728                      -1.5020848
               9.7867868                      -1.5016317
               9.8008008                       -1.501217
               9.8148148                       -1.500841
               9.8288288                      -1.5005041
               9.8428428                      -1.5002065
               9.8568569                      -1.4999485
               9.8708709                      -1.4997304
               9.8848849                      -1.4995524
               9.8988989                      -1.4994148
               9.9129129                       -1.499318
               9.9269269                       -1.499262
               9.9409409                      -1.4992473
                9.954955                      -1.4992741
                9.968969                      -1.4993426
                9.982983                      -1.4994531
                9.996997                      -1.4996059
               10.011011                      -1.4998011
               10.025025                      -1.5000391
               10.039039                      -1.5003201
               10.053053                      -1.5006443
               10.067067                       -1.501012
               10.081081                      -1.5014234
               10.095095                      -1.5018788
               10.109109                      -1.5023784
               10.123123                      -1.5029224
               10.137137                      -1.5035112
               10.151151                      -1.5041449
               10.165165                      -1.5048238
               10.179179                      -1.5055482
               10.193193                      -1.5063182
               10.207207                      -1.5071342
               10.221221                      -1.5079963
               10.235235                      -1.5089048
               10.249249                        -1.50986
               10.263263                      -1.5108621
               10.277277                      -1.5119114
               10.291291                      -1.5130081
               10.305305                      -1.5141525
               10.319319                      -1.5153448
               10.333333                      -1.5165853
               10.347347                      -1.5178742
               10.361361                      -1.5192119
               10.375375                      -1.5205985
               10.389389                      -1.5220344
               10.403403                      -1.5235198
               10.417417                      -1.5250549
               10.431431                      -1.5266402
               10.445445                      -1.5282757
               10.459459                      -1.5299619
               10.473473                      -1.5316991
               10.487487                      -1.5334874
               10.501502                      -1.5353272
               10.515516                      -1.5372187
                10.52953                      -1.5391624
               10.543544                      -1.5411585
               10.557558                      -1.5432073
               10.571572                      -1.5453091
               10.585586                      -1.5474642
                 10.5996                       -1.549673
               10.613614                      -1.5519357
               10.627628                      -1.5542528
               10.641642                      -1.5566245
               10.655656                      -1.5590512
                10.66967                      -1.5615332
               10.683684                      -1.5640709
               10.697698                      -1.5666647
               10.711712                      -1.5693148
               10.725726                      -1.5720218
                10.73974                      -1.5747858
               10.753754                      -1.5776074
               10.767768                      -1.5804869
               10.781782                      -1.5834247
               10.795796                      -1.5864212
                10.80981                      -1.5894767
               10.823824                      -1.5925918
               10.837838                      -1.5957668
               10.851852                      -1.5990021
               10.865866                      -1.6022982
                10.87988                      -1.6056555
               10.893894                      -1.6090745
               10.907908                      -1.6125555
               10.921922                      -1.6160992
               10.935936                      -1.6197058
                10.94995                      -1.6233759
               10.963964                        -1.62711
               10.977978                      -1.6309086
               10.991992                      -1.6347721
               11.006006                      -1.6387011
                11.02002                       -1.642696
               11.034034                      -1.6467574
               11.048048                      -1.6508859
               11.062062                      -1.6550819
               11.076076                       -1.659346
                11.09009                      -1.6636788
               11.104104                      -1.6680808
               11.118118                      -1.6725525
               11.132132                      -1.6770947
               11.146146                      -1.6817078
                11.16016                      -1.6863924
               11.174174                      -1.6911493
               11.188188                      -1.6959789
               11.202202                      -1.7008819
               11.216216                       -1.705859
                11.23023                      -1.7109109
               11.244244                      -1.7160381
               11.258258                      -1.7212413
               11.272272                      -1.7265212
               11.286286                      -1.7318786
                 11.3003                      -1.7373141
               11.314314                      -1.7428284
               11.328328                      -1.7484223
               11.342342                      -1.7540965
               11.356356                      -1.7598517
                11.37037                      -1.7656888
               11.384384                      -1.7716084
               11.398398                      -1.7776114
               11.412412                      -1.7836985
               11.426426                      -1.7898706
                11.44044                      -1.7961286
               11.454454                      -1.8024731
               11.468468                      -1.8089051
               11.482482                      -1.8154255
               11.496496                      -1.8220351
                    11.5                      -1.8237016
               11.510511                      -1.8287348
               11.524525                      -1.8355256
               11.538539                      -1.8424082
               11.552553                      -1.8493837
               11.566567                      -1.8564531
               11.580581                      -1.8636172
               11.594595                       -1.870877
               11.608609                      -1.8782336
               11.622623                      -1.8856879
               11.636637                       -1.893241
               11.650651                      -1.9008939
               11.664665                      -1.9086476
               11.678679                      -1.9165033
               11.692693                       -1.924462
               11.706707                      -1.9325248
               11.720721                      -1.9406928
               11.734735                      -1.9489672
               11.748749                      -1.9573491
               11.762763                      -1.9658398
               11.776777                      -1.9744403
               11.790791                      -1.9831519
               11.804805                      -1.9919758
               11.818819                      -2.0009133
               11.832833                      -2.0099656
               11.846847                       -2.019134
               11.860861                      -2.0284199
               11.874875                      -2.0378245
               11.888889                      -2.0473491
               11.902903                      -2.0569953
               11.916917                      -2.0667642
               11.930931                      -2.0766573
               11.944945                      -2.0866761
               11.958959                       -2.096822
               11.972973                      -2.1070965
               11.986987                       -2.117501
               12.001001                      -2.1280371
               12.015015                      -2.1387063
               12.029029                      -2.1495101
               12.043043                      -2.1604502
               12.057057                      -2.1715281
               12.071071                      -2.1827455
               12.085085                       -2.194104
               12.099099                      -2.2056053
               12.113113                       -2.217251
               12.127127                       -2.229043
               12.141141                       -2.240983
               12.155155                      -2.2530727
               12.169169                       -2.265314
               12.183183                      -2.2777086
               12.197197                      -2.2902585
               12.211211                      -2.3029655
               12.225225                      -2.3158315
               12.239239                      -2.3288585
               12.253253                      -2.3420484
               12.267267                      -2.3554032
               12.281281                       -2.368925
               12.295295                      -2.3826158
               12.309309                      -2.3964777
               12.323323                      -2.4105127
               12.337337                      -2.4247231
               12.351351                       -2.439111
               12.365365                      -2.4536786
               12.379379                      -2.4684281
               12.393393                      -2.4833619
               12.407407                      -2.4984822
               12.421421                      -2.5137913
               12.435435                      -2.5292916
               12.449449                      -2.5449855
               12.463463                      -2.5608755
               12.477477                       -2.576964
               12.491491                      -2.5932534
               12.505506                      -2.6097464
                12.51952                      -2.6264455
               12.533534                      -2.6433534
               12.547548                      -2.6604725
               12.561562                      -2.6778057
               12.575576                      -2.6953557
                12.58959                      -2.7131251
               12.603604                      -2.7311168
               12.617618                      -2.7493336
               12.631632                      -2.7677784
               12.645646                      -2.7864541
                12.65966                      -2.8053635
               12.673674                      -2.8245098
               12.687688                      -2.8438959
               12.701702                      -2.8635249
               12.715716                      -2.8833999
                12.72973                       -2.903524
               12.743744                      -2.9239004
               12.757758                      -2.9445324
               12.771772                      -2.9654232
               12.785786                      -2.9865761
                 12.7998                      -3.0079944
               12.813814                      -3.0296816
               12.827828                      -3.0516412
               12.841842                      -3.0738765
               12.855856                      -3.0963911
                12.86987                      -3.1191886
               12.883884                      -3.1422727
               12.897898                      -3.1656468
               12.911912                      -3.1893149
               12.925926                      -3.2132806
                12.93994                      -3.2375476
               12.953954                        -3.26212
               12.967968                      -3.2870015
               12.981982                       -3.312196
               12.995996                      -3.3377077
                13.01001                      -3.3635404
               13.024024                      -3.3896983
               13.038038                      -3.4161855
               13.052052                      -3.4430062
               13.066066                      -3.4701645
                13.08008                      -3.4976648
               13.094094                      -3.5255114
               13.108108                      -3.5537085
               13.122122                      -3.5822608
               13.136136                      -3.6111725
                13.15015                      -3.6404482
               13.164164                      -3.6700925
               13.178178                      -3.7001099
               13.192192                      -3.7305052
               13.206206                       -3.761283
                13.22022                       -3.792448
               13.234234                      -3.8240051
               13.248248                      -3.8559592
               13.262262                       -3.888315
               13.276276                      -3.9210776
                13.29029                      -3.9542519
               13.304304                      -3.9878429
               13.318318                      -4.0218558
               13.332332                      -4.0562957
               13.346346                      -4.0911678
                13.36036                      -4.1264773
               13.374374                      -4.1622294
               13.388388                      -4.1984294
               13.402402                      -4.2350829
               13.416416                       -4.272195
                13.43043                      -4.3097714
               13.444444                      -4.3478174
               13.458458                      -4.3863387
               13.472472                      -4.4253408
               13.486486                      -4.4648293
               13.500501                      -4.5048099
               13.514515                      -4.5452883
               13.528529                      -4.5862703
               13.542543                      -4.6277616
               13.556557                       -4.669768
               13.570571                      -4.7122955
               13.584585                      -4.7553499
               13.598599                      -4.7989372
               13.612613                      -4.8430633
               13.626627                      -4.8877342
               13.640641                       -4.932956
               13.654655                      -4.9787347
               13.668669                      -5.0250764
               13.682683                      -5.0719873
               13.696697                      -5.1194735
               13.710711                      -5.1675412
               13.724725                      -5.2161966
               13.738739                      -5.2654459
               13.752753                      -5.3152953
               13.766767                      -5.3657513
               13.780781                      -5.4168199
               13.794795                      -5.4685076
               13.808809                      -5.5208206
               13.822823                      -5.5737653
               13.836837                      -5.6273481
               13.850851                      -5.6815752
               13.864865                       -5.736453
               13.878879                       -5.791988
               13.892893                      -5.8481864
               13.906907                      -5.9050546
               13.920921                      -5.9625991
               13.934935                      -6.0208261
               13.948949                      -6.0797419
