        Frequency / GHz                S2,1/abs,dB
                    7.21                      -4.2389864
                   7.219                      -4.2506477
                   7.228                      -4.2620163
                   7.237                      -4.2731108
                   7.246                      -4.2839501
                   7.255                      -4.2945542
                   7.264                      -4.3049432
                   7.273                      -4.3151376
                   7.282                      -4.3251587
                   7.291                      -4.3350275
                     7.3                      -4.3447655
                   7.309                      -4.3543945
                   7.318                      -4.3639362
                   7.327                      -4.3734122
                   7.336                      -4.3828443
                   7.345                      -4.3922542
                   7.354                      -4.4016634
                   7.363                      -4.4110932
                   7.372                      -4.4205648
                   7.381                      -4.4300989
                    7.39                      -4.4397159
                   7.399                      -4.4494362
                   7.408                      -4.4592791
                   7.417                      -4.4692641
                   7.426                      -4.4794095
                   7.435                      -4.4897337
                   7.444                      -4.5002538
                   7.453                      -4.5109866
                   7.462                       -4.521948
                   7.471                      -4.5331533
                    7.48                      -4.5446165
                   7.489                      -4.5563511
                   7.498                      -4.5683693
                   7.507                      -4.5806824
                   7.516                      -4.5933006
                   7.525                      -4.6062328
                   7.534                      -4.6194868
                   7.543                      -4.6330689
                   7.552                      -4.6469842
                   7.561                      -4.6612364
                    7.57                      -4.6758275
                   7.579                      -4.6907582
                   7.588                      -4.7060275
                   7.597                      -4.7216328
                   7.606                      -4.7375699
                   7.615                      -4.7538328
                   7.624                       -4.770414
                   7.633                       -4.787304
                   7.642                      -4.8044919
                   7.651                      -4.8219647
                    7.66                      -4.8397082
                   7.669                      -4.8577061
                   7.678                      -4.8759409
                   7.687                      -4.8943932
                   7.696                      -4.9130425
                   7.705                      -4.9318667
                   7.714                      -4.9508425
                   7.723                      -4.9699456
                   7.732                      -4.9891507
                   7.741                      -5.0084314
                    7.75                      -5.0277611
                   7.759                      -5.0471123
                   7.768                      -5.0664575
                   7.777                      -5.0857689
                   7.786                       -5.105019
                   7.795                      -5.1241807
                   7.804                      -5.1432271
                   7.813                      -5.1621325
                   7.822                      -5.1808719
                   7.831                      -5.1994218
                    7.84                        -5.21776
                   7.849                       -5.235866
                   7.858                      -5.2537211
                   7.867                      -5.2713086
                   7.876                      -5.2886138
                   7.885                      -5.3056234
                   7.894                      -5.3223215
                     7.9                      -5.3332633
                   7.903                      -5.3386763
                   7.912                      -5.3548236
               7.9122449                      -5.3552585
                   7.921                      -5.3706161
               7.9244898                      -5.3766366
                    7.93                      -5.3861175
               7.9367347                      -5.3975227
                   7.939                      -5.4013125
                   7.948                      -5.4161891
               7.9489796                      -5.4177913
                   7.957                      -5.4308086
               7.9612245                      -5.4375935
                   7.966                      -5.4451908
               7.9734694                      -5.4569369
                   7.975                      -5.4593257
                   7.984                      -5.4732545
               7.9857143                      -5.4758694
                   7.993                      -5.4869812
               7.9979592                      -5.4944938
                   8.002                      -5.5005868
               8.0102041                      -5.5129032
                   8.011                      -5.5140969
                    8.02                      -5.5276095
                8.022449                      -5.5312854
                   8.029                      -5.5411231
               8.0346939                      -5.5497084
                   8.038                      -5.5547155
               8.0469388                      -5.5682515
                   8.047                       -5.568345
                   8.056                      -5.5822333
               8.0591837                      -5.5872312
                   8.065                       -5.596378
               8.0714286                      -5.6067866
                   8.074                      -5.6110251
                   8.083                      -5.6259991
               8.0836735                      -5.6271428
                   8.092                       -5.641613
               8.0959184                      -5.6486397
                   8.101                      -5.6579745
               8.1081633                      -5.6715998
                    8.11                      -5.6752076
                   8.119                      -5.6935096
               8.1204082                      -5.6964791
                   8.128                      -5.7130509
               8.1326531                      -5.7237315
                   8.137                      -5.7340376
                8.144898                      -5.7538223
                   8.146                      -5.7566973
                   8.155                      -5.7815247
               8.1571429                      -5.7876993
                   8.164                      -5.8085205
               8.1693878                      -5.8260191
                   8.173                      -5.8383632
               8.1816327                      -5.8700972
                   8.182                      -5.8715245
                   8.191                      -5.9084595
               8.1938776                      -5.9212802
                     8.2                      -5.9502593
               8.2061224                       -5.981857
                   8.209                      -5.9976967
                   8.218                      -6.0520254
               8.2183673                      -6.0544133
                   8.227                      -6.1150027
               8.2306122                      -6.1432213
                   8.236                      -6.1888705
               8.2428571                      -6.2544039
                   8.245                      -6.2768475
                   8.254                      -6.3836013
                8.255102                      -6.3982858
                   8.263                      -6.5159891
               8.2673469                      -6.5923207
                   8.272                       -6.685543
               8.2795918                      -6.8707437
                   8.281                       -6.910886
                    8.29                      -7.2273376
               8.2918367                      -7.3083582
                   8.299                       -7.704541
               8.3040816                      -8.0974132
                   8.308                      -8.4984028
               8.3163265                      -9.8239156
                   8.317                      -9.9703301
                   8.326                      -12.320554
               8.3285714                      -12.597146
                   8.335                      -10.571148
               8.3408163                       -8.116277
                   8.344                      -7.2818276
                   8.353                      -6.2869728
               8.3530612                      -6.2843484
                   8.362                      -6.1468366
               8.3653061                      -6.1723833
                   8.371                      -6.2618684
                8.377551                      -6.4081977
                    8.38                      -6.4710102
                   8.389                      -6.7299813
               8.3897959                      -6.7547616
                   8.398                      -7.0260413
               8.4020408                      -7.1695109
                   8.407                      -7.3532084
               8.4142857                      -7.6338167
                   8.416                      -7.7008229
                   8.425                       -8.044508
               8.4265306                       -8.099259
                   8.434                      -8.3319439
               8.4387755                      -8.4345488
                   8.443                      -8.4808183
               8.4510204                      -8.4179856
                   8.452                      -8.3949706
                   8.461                      -8.0232506
               8.4632653                      -7.8878996
                    8.47                      -7.4119931
               8.4755102                      -6.9720605
                   8.479                      -6.6857712
               8.4877551                      -5.9913853
                   8.488                      -5.9729972
                   8.497                      -5.3541306
                     8.5                      -5.1747941
                   8.506                      -4.8576307
                   8.515                      -4.4787176
                   8.524                      -4.1982398
                   8.533                      -3.9942943
                   8.542                      -3.8474507
                   8.551                      -3.7422589
                    8.56                      -3.6670928
                   8.569                      -3.6134502
                   8.578                      -3.5751989
                   8.587                      -3.5479401
                   8.596                      -3.5285204
                   8.605                       -3.514674
                   8.614                      -3.5047675
                   8.623                      -3.4976187
                   8.632                      -3.4923687
                   8.641                      -3.4883915
                    8.65                        -3.48523
                   8.659                        -3.48255
                   8.668                      -3.4801076
                   8.677                      -3.4777254
                   8.686                      -3.4752751
                   8.695                      -3.4726648
                   8.704                      -3.4698303
                   8.713                      -3.4667274
                   8.722                      -3.4633272
                   8.731                      -3.4596124
                    8.74                      -3.4555739
                   8.749                      -3.4512093
                   8.758                      -3.4465205
                   8.767                      -3.4415133
                   8.776                      -3.4361957
                   8.785                      -3.4305774
                   8.794                      -3.4246695
                   8.803                       -3.418484
                   8.812                      -3.4120331
                   8.821                      -3.4053295
                    8.83                      -3.3983858
                   8.839                      -3.3912146
                   8.848                      -3.3838285
                   8.857                      -3.3762396
                   8.866                      -3.3684599
                   8.875                       -3.360501
                   8.884                      -3.3523743
                   8.893                      -3.3440907
                   8.902                      -3.3356608
                   8.911                      -3.3270949
                    8.92                      -3.3184029
                   8.929                      -3.3095945
                   8.938                      -3.3006789
                   8.947                      -3.2916651
                   8.956                      -3.2825617
                   8.965                      -3.2733772
                   8.974                      -3.2641196
                   8.983                      -3.2547969
                   8.992                      -3.2454166
                   9.001                      -3.2359862
                    9.01                      -3.2265127
                   9.019                      -3.2170033
                   9.028                      -3.2074646
                   9.037                      -3.1979033
                   9.046                      -3.1883257
                   9.055                      -3.1787382
                   9.064                      -3.1691469
                   9.073                      -3.1595578
                   9.082                      -3.1499766
                   9.091                      -3.1404092
                     9.1                      -3.1308611
                   9.109                      -3.1213379
                   9.118                      -3.1118448
                   9.127                      -3.1023873
                   9.136                      -3.0929706
                   9.145                      -3.0835997
                   9.154                      -3.0742797
                   9.163                      -3.0650157
                   9.172                      -3.0558124
                   9.181                      -3.0466749
                    9.19                      -3.0376078
                   9.199                      -3.0286158
                   9.208                      -3.0197037
                   9.217                      -3.0108761
                   9.226                      -3.0021376
                   9.235                      -2.9934926
                   9.244                      -2.9849457
                   9.253                      -2.9765014
                   9.262                      -2.9681639
                   9.271                      -2.9599379
                    9.28                      -2.9518274
                   9.289                      -2.9438369
                   9.298                      -2.9359707
                   9.307                       -2.928233
                   9.316                      -2.9206279
                   9.325                      -2.9131598
                   9.334                      -2.9058327
                   9.343                      -2.8986508
                   9.352                      -2.8916181
                   9.361                      -2.8847388
                    9.37                      -2.8780169
                   9.379                      -2.8714564
                   9.388                      -2.8650614
                   9.397                      -2.8588357
                   9.406                      -2.8527834
                   9.415                      -2.8469083
                   9.424                      -2.8412144
                   9.433                      -2.8357055
                   9.442                      -2.8303854
                   9.451                      -2.8252579
                    9.46                      -2.8203269
                   9.469                       -2.815596
                   9.478                       -2.811069
                   9.487                      -2.8067496
                   9.496                      -2.8026414
                   9.505                       -2.798748
                   9.514                      -2.7950731
                   9.523                      -2.7916202
                   9.532                      -2.7883928
                   9.541                      -2.7853944
                    9.55                      -2.7826285
                   9.559                      -2.7800984
                   9.568                      -2.7778076
                   9.577                      -2.7757594
                   9.586                      -2.7739571
                   9.595                       -2.772404
                   9.604                      -2.7711032
                   9.613                       -2.770058
                   9.622                      -2.7692715
                   9.631                      -2.7687468
                    9.64                      -2.7684869
                   9.649                      -2.7684949
                   9.658                      -2.7687738
                   9.667                      -2.7693264
                   9.676                      -2.7701556
                   9.685                      -2.7712643
                   9.694                      -2.7726553
                   9.703                      -2.7743314
                   9.712                      -2.7762952
                   9.721                      -2.7785494
                    9.73                      -2.7810967
                   9.739                      -2.7839396
                   9.748                      -2.7870808
                   9.757                      -2.7905226
                   9.766                      -2.7942677
                   9.775                      -2.7983184
                   9.784                      -2.8026773
                   9.793                      -2.8073466
                   9.802                      -2.8123288
                   9.811                      -2.8176262
                    9.82                      -2.8232411
                   9.829                       -2.829176
                   9.838                      -2.8354332
                   9.847                      -2.8420149
                   9.856                      -2.8489235
                   9.865                      -2.8561615
                   9.874                      -2.8637312
                   9.883                       -2.871635
                   9.892                      -2.8798755
                   9.901                      -2.8884552
                    9.91                      -2.8973768
                   9.919                       -2.906643
                   9.928                      -2.9162568
                   9.937                       -2.926221
                   9.946                       -2.936539
                   9.955                       -2.947214
                   9.964                      -2.9582498
                   9.973                      -2.9696501
                   9.982                      -2.9814193
                   9.991                      -2.9935618
                      10                      -3.0060827

