        Frequency / GHz                S6,5/abs,linear
                1.674935                      0.99761073
               1.6777355                       0.9976014
               1.6805361                      0.99759206
               1.6833367                      0.99758268
               1.6861372                      0.99757329
               1.6889378                      0.99756386
               1.6917383                      0.99755441
               1.6945389                      0.99754494
               1.6973395                      0.99753543
                 1.70014                       0.9975259
               1.7029406                      0.99751635
               1.7057411                      0.99750677
               1.7085417                      0.99749716
               1.7113423                      0.99748753
               1.7141428                      0.99747787
               1.7169434                      0.99746818
               1.7197439                      0.99745847
               1.7225445                      0.99744873
               1.7253451                      0.99743896
               1.7281456                      0.99742917
               1.7309462                      0.99741935
               1.7337467                       0.9974095
               1.7365473                      0.99739963
               1.7393479                      0.99738972
               1.7421484                       0.9973798
                1.744949                      0.99736984
               1.7477495                      0.99735986
               1.7505501                      0.99734985
               1.7533507                      0.99733981
               1.7561512                      0.99732975
               1.7589518                      0.99731965
               1.7617524                      0.99730953
               1.7645529                      0.99729939
               1.7673535                      0.99728921
                1.770154                      0.99727901
               1.7729546                      0.99726878
               1.7757552                      0.99725852
               1.7785557                      0.99724823
               1.7813563                      0.99723792
               1.7841568                      0.99722757
               1.7869574                       0.9972172
                1.789758                       0.9972068
               1.7925585                      0.99719637
               1.7953591                      0.99718592
               1.7981596                      0.99717543
               1.8009602                      0.99716492
               1.8037608                      0.99715438
               1.8065613                      0.99714381
               1.8093619                      0.99713321
               1.8121624                      0.99712258
                1.814963                      0.99711192
               1.8177636                      0.99710123
               1.8205641                      0.99709052
               1.8233647                      0.99707977
               1.8261652                        0.997069
               1.8289658                      0.99705819
               1.8317664                      0.99704736
               1.8345669                      0.99703649
               1.8373675                       0.9970256
                1.840168                      0.99701468
               1.8429686                      0.99700373
               1.8457692                      0.99699274
               1.8485697                      0.99698173
               1.8513703                      0.99697069
               1.8541708                      0.99695962
               1.8569714                      0.99694851
                1.859772                      0.99693738
               1.8625725                      0.99692622
               1.8653731                      0.99691502
               1.8681736                       0.9969038
               1.8709742                      0.99689254
               1.8737748                      0.99688125
               1.8765753                      0.99686994
               1.8793759                      0.99685859
               1.8821764                      0.99684721
                1.884977                       0.9968358
               1.8877776                      0.99682436
               1.8905781                      0.99681288
               1.8933787                      0.99680138
               1.8961792                      0.99678984
               1.8989798                      0.99677827
               1.9017804                      0.99676667
               1.9045809                      0.99675504
               1.9073815                      0.99674338
                1.910182                      0.99673168
               1.9129826                      0.99671995
               1.9157832                      0.99670819
               1.9185837                       0.9966964
               1.9213843                      0.99668457
               1.9241848                      0.99667271
               1.9269854                      0.99666082
                1.929786                       0.9966489
               1.9325865                      0.99663694
               1.9353871                      0.99662495
               1.9381876                      0.99661293
               1.9409882                      0.99660087
               1.9437888                      0.99658878
               1.9465893                      0.99657666
               1.9493899                       0.9965645
               1.9521904                      0.99655231
                1.954991                      0.99654009
               1.9577916                      0.99652783
               1.9605921                      0.99651554
               1.9633927                      0.99650321
               1.9661932                      0.99649085
               1.9689938                      0.99647846
               1.9717944                      0.99646603
               1.9745949                      0.99645356
               1.9773955                      0.99644106
                1.980196                      0.99642853
               1.9829966                      0.99641596
               1.9857972                      0.99640335
               1.9885977                      0.99639071
               1.9913983                      0.99637804
               1.9941988                      0.99636533
               1.9969994                      0.99635258
                  1.9998                       0.9963398
               2.0026005                      0.99632698
               2.0054011                      0.99631413
               2.0082016                      0.99630124
               2.0110022                      0.99628831
               2.0138028                      0.99627535
               2.0166033                      0.99626235
               2.0194039                      0.99624931
               2.0222044                      0.99623624
                2.025005                      0.99622313
               2.0278056                      0.99620998
               2.0306061                       0.9961968
               2.0334067                      0.99618358
               2.0362072                      0.99617032
               2.0390078                      0.99615702
               2.0418084                      0.99614368
               2.0446089                      0.99613031
               2.0474095                       0.9961169
                 2.05021                      0.99610345
               2.0530106                      0.99608996
               2.0558112                      0.99607644
               2.0586117                      0.99606287
               2.0614123                      0.99604927
               2.0642128                      0.99603563
               2.0670134                      0.99602194
                2.069814                      0.99600822
               2.0726145                      0.99599446
               2.0754151                      0.99598066
               2.0782156                      0.99596682
               2.0810162                      0.99595294
               2.0838168                      0.99593902
               2.0866173                      0.99592506
               2.0894179                      0.99591106
               2.0922184                      0.99589702
                2.095019                      0.99588294
               2.0978196                      0.99586882
               2.1006201                      0.99585465
               2.1034207                      0.99584045
               2.1062212                       0.9958262
               2.1090218                      0.99581191
               2.1118224                      0.99579758
               2.1146229                      0.99578321
               2.1174235                       0.9957688
                2.120224                      0.99575434
               2.1230246                      0.99573984
               2.1258252                       0.9957253
               2.1286257                      0.99571072
               2.1314263                      0.99569609
               2.1342268                      0.99568142
               2.1370274                      0.99566671
                2.139828                      0.99565195
               2.1426285                      0.99563715
               2.1454291                      0.99562231
               2.1482296                      0.99560742
               2.1510302                      0.99559248
               2.1538308                      0.99557751
               2.1566313                      0.99556249
               2.1594319                      0.99554742
               2.1622324                      0.99553231
                2.165033                      0.99551715
               2.1678336                      0.99550195
               2.1706341                       0.9954867
               2.1734347                      0.99547141
               2.1762352                      0.99545607
               2.1790358                      0.99544068
               2.1818364                      0.99542525
               2.1846369                      0.99540977
               2.1874375                      0.99539424
                2.190238                      0.99537867
               2.1930386                      0.99536305
               2.1958392                      0.99534738
               2.1986397                      0.99533167
               2.2014403                      0.99531591
               2.2042408                      0.99530009
               2.2070414                      0.99528423
                2.209842                      0.99526833
               2.2126425                      0.99525237
               2.2154431                      0.99523636
               2.2182436                      0.99522031
               2.2210442                      0.99520421
               2.2238448                      0.99518805
               2.2266453                      0.99517185
               2.2294459                      0.99515559
               2.2322464                      0.99513929
                2.235047                      0.99512293
               2.2378476                      0.99510653
               2.2406481                      0.99509007
               2.2434487                      0.99507356
               2.2462492                        0.995057
               2.2490498                      0.99504039
               2.2518504                      0.99502373
               2.2546509                      0.99500701
               2.2574515                      0.99499025
               2.2602521                      0.99497342
               2.2630526                      0.99495655
               2.2658532                      0.99493962
               2.2686537                      0.99492264
               2.2714543                      0.99490561
               2.2742549                      0.99488852
               2.2770554                      0.99487138
                2.279856                      0.99485418
               2.2826565                      0.99483693
               2.2854571                      0.99481962
               2.2882577                      0.99480226
               2.2910582                      0.99478484
               2.2938588                      0.99476737
               2.2966593                      0.99474984
               2.2994599                      0.99473225
               2.3022605                       0.9947146
                2.305061                       0.9946969
               2.3078616                      0.99467915
               2.3106621                      0.99466133
               2.3134627                      0.99464346
               2.3162633                      0.99462553
               2.3190638                      0.99460754
               2.3218644                      0.99458949
               2.3246649                      0.99457138
               2.3274655                      0.99455321
               2.3302661                      0.99453499
               2.3330666                       0.9945167
               2.3358672                      0.99449835
               2.3386677                      0.99447995
               2.3414683                      0.99446148
               2.3442689                      0.99444295
               2.3470694                      0.99442436
                 2.34987                       0.9944057
               2.3526705                      0.99438699
               2.3554711                      0.99436821
               2.3582717                      0.99434937
               2.3610722                      0.99433047
               2.3638728                       0.9943115
               2.3666733                      0.99429247
               2.3694739                      0.99427338
               2.3722745                      0.99425422
                2.375075                      0.99423499
               2.3778756                      0.99421571
               2.3806761                      0.99419635
               2.3834767                      0.99417693
               2.3862773                      0.99415744
               2.3890778                      0.99413789
               2.3918784                      0.99411827
               2.3946789                      0.99409859
               2.3974795                      0.99407883
               2.4002801                      0.99405901
               2.4030806                      0.99403912
               2.4058812                      0.99401916
               2.4086817                      0.99399913
               2.4114823                      0.99397903
               2.4142829                      0.99395887
               2.4170834                      0.99393863
                2.419884                      0.99391832
               2.4226845                      0.99389794
               2.4254851                      0.99387749
               2.4282857                      0.99385697
               2.4310862                      0.99383638
               2.4338868                      0.99381571
               2.4366873                      0.99379497
               2.4394879                      0.99377416
               2.4422885                      0.99375327
                2.445089                      0.99373231
               2.4478896                      0.99371127
               2.4506901                      0.99369016
               2.4534907                      0.99366898
               2.4562913                      0.99364771
               2.4590918                      0.99362638
               2.4618924                      0.99360496
               2.4646929                      0.99358347
               2.4674935                       0.9935619
               2.4702941                      0.99354025
               2.4730946                      0.99351853
               2.4758952                      0.99349672
               2.4786957                      0.99347484
               2.4814963                      0.99345288
               2.4842969                      0.99343083
               2.4870974                      0.99340871
                2.489898                       0.9933865
               2.4926985                      0.99336422
               2.4954991                      0.99334185
               2.4982997                      0.99331939
               2.5011002                      0.99329686
               2.5039008                      0.99327424
               2.5067013                      0.99325154
               2.5095019                      0.99322875
               2.5123025                      0.99320588
                2.515103                      0.99318292
               2.5179036                      0.99315987
               2.5207041                      0.99313674
               2.5235047                      0.99311352
               2.5263053                      0.99309022
               2.5291058                      0.99306682
               2.5319064                      0.99304334
               2.5347069                      0.99301977
               2.5375075                      0.99299611
               2.5403081                      0.99297235
               2.5431086                      0.99294851
               2.5459092                      0.99292458
               2.5487097                      0.99290055
               2.5515103                      0.99287643
               2.5543109                      0.99285221
               2.5571114                      0.99282791
                2.559912                      0.99280351
               2.5627125                      0.99277901
               2.5655131                      0.99275442
               2.5683137                      0.99272973
               2.5711142                      0.99270494
               2.5739148                      0.99268006
               2.5767153                      0.99265508
               2.5795159                         0.99263
               2.5823165                      0.99260482
                2.585117                      0.99257953
               2.5879176                      0.99255415
               2.5907181                      0.99252867
               2.5935187                      0.99250308
               2.5963193                      0.99247739
               2.5991198                       0.9924516
               2.6019204                       0.9924257
               2.6047209                      0.99239969
               2.6075215                      0.99237358
               2.6103221                      0.99234736
               2.6131226                      0.99232104
               2.6159232                       0.9922946
               2.6187237                      0.99226805
               2.6215243                       0.9922414
               2.6243249                      0.99221463
               2.6271254                      0.99218774
                2.629926                      0.99216075
               2.6327265                      0.99213363
               2.6355271                       0.9921064
               2.6383277                      0.99207905
               2.6411282                      0.99205159
               2.6439288                        0.992024
               2.6467293                      0.99199629
               2.6495299                      0.99196846
               2.6523305                      0.99194051
                2.655131                      0.99191243
               2.6579316                      0.99188422
               2.6607321                      0.99185589
               2.6635327                      0.99182743
               2.6663333                      0.99179885
               2.6691338                      0.99177013
               2.6719344                       0.9917413
               2.6747349                      0.99171234
               2.6775355                      0.99168326
               2.6803361                      0.99165407
               2.6831366                      0.99162476
               2.6859372                      0.99159535
               2.6887377                      0.99156584
               2.6915383                      0.99153623
               2.6943389                      0.99150652
               2.6971394                      0.99147673
                 2.69994                      0.99144685
               2.7027405                      0.99141688
               2.7055411                      0.99138681
               2.7083417                      0.99135665
               2.7111422                      0.99132638
               2.7139428                        0.991296
               2.7167433                      0.99126551
               2.7195439                      0.99123488
               2.7223445                      0.99120413
                2.725145                      0.99117323
               2.7279456                       0.9911422
               2.7307461                      0.99111102
               2.7335467                      0.99107969
               2.7363473                      0.99104821
               2.7391478                      0.99101658
               2.7419484                       0.9909848
               2.7447489                      0.99095287
               2.7475495                      0.99092078
               2.7503501                      0.99088854
               2.7531506                      0.99085614
               2.7559512                      0.99082358
               2.7587518                      0.99079087
               2.7615523                      0.99075801
               2.7643529                      0.99072499
               2.7671534                      0.99069181
                2.769954                      0.99065847
               2.7727546                      0.99062498
               2.7755551                      0.99059133
               2.7783557                      0.99055752
               2.7811562                      0.99052354
               2.7839568                      0.99048941
               2.7867574                      0.99045512
               2.7895579                      0.99042066
               2.7923585                      0.99038605
                2.795159                      0.99035126
               2.7979596                      0.99031632
               2.8007602                       0.9902812
               2.8035607                      0.99024592
               2.8063613                      0.99021048
               2.8091618                      0.99017486
               2.8119624                      0.99013908
                2.814763                      0.99010312
               2.8175635                      0.99006699
               2.8203641                      0.99003069
               2.8231646                      0.98999421
               2.8259652                      0.98995756
               2.8287658                      0.98992073
               2.8315663                      0.98988373
               2.8343669                      0.98984655
               2.8371674                      0.98980918
                2.839968                      0.98977164
               2.8427686                      0.98973391
               2.8455691                        0.989696
               2.8483697                       0.9896579
               2.8511702                      0.98961962
               2.8539708                      0.98958115
               2.8567714                      0.98954249
               2.8595719                      0.98950364
               2.8623725                       0.9894646
                2.865173                      0.98942536
               2.8679736                      0.98938594
               2.8707742                      0.98934631
               2.8735747                      0.98930649
               2.8763753                      0.98926647
               2.8791758                      0.98922625
               2.8819764                      0.98918583
                2.884777                      0.98914521
               2.8875775                      0.98910438
               2.8903781                      0.98906334
               2.8931786                       0.9890221
               2.8959792                      0.98898065
               2.8987798                      0.98893899
               2.9015803                      0.98889712
               2.9043809                      0.98885503
               2.9071814                      0.98881273
                2.909982                      0.98877022
               2.9127826                      0.98872748
               2.9155831                      0.98868453
               2.9183837                      0.98864135
               2.9211842                      0.98859795
               2.9239848                      0.98855433
               2.9267854                      0.98851048
               2.9295859                       0.9884664
               2.9323865                      0.98842209
                2.935187                      0.98837755
               2.9379876                      0.98833278
               2.9407882                      0.98828777
               2.9435887                      0.98824253
               2.9463893                      0.98819704
               2.9491898                      0.98815132
               2.9519904                      0.98810535
                2.954791                      0.98805915
               2.9575915                      0.98801269
               2.9603921                      0.98796599
               2.9631926                      0.98791904
               2.9659932                      0.98787183
               2.9687938                      0.98782438
               2.9715943                      0.98777666
               2.9743949                      0.98772869
               2.9771954                      0.98768046
                2.979996                      0.98763198
               2.9827966                      0.98758322
               2.9855971                       0.9875342
               2.9883977                      0.98748492
               2.9911982                      0.98743536
               2.9939988                      0.98738554
               2.9967994                      0.98733544
               2.9995999                      0.98728506
               3.0024005                      0.98723441
                3.005201                      0.98718348
               3.0080016                      0.98713226
               3.0108022                      0.98708076
               3.0136027                      0.98702898
               3.0164033                       0.9869769
               3.0192038                      0.98692454
               3.0220044                      0.98687188
                3.024805                      0.98681892
               3.0276055                      0.98676567
               3.0304061                      0.98671212
               3.0332066                      0.98665826
               3.0360072                       0.9866041
               3.0388078                      0.98654963
               3.0416083                      0.98649485
               3.0444089                      0.98643976
               3.0472094                      0.98638436
                 3.05001                      0.98632864
               3.0528106                      0.98627259
               3.0556111                      0.98621623
               3.0584117                      0.98615954
               3.0612122                      0.98610252
               3.0640128                      0.98604517
               3.0668134                      0.98598749
               3.0696139                      0.98592948
               3.0724145                      0.98587112
                3.075215                      0.98581243
               3.0780156                      0.98575339
               3.0808162                        0.985694
               3.0836167                      0.98563427
               3.0864173                      0.98557418
               3.0892178                      0.98551374
               3.0920184                      0.98545294
                3.094819                      0.98539178
               3.0976195                      0.98533025
               3.1004201                      0.98526836
               3.1032206                       0.9852061
               3.1060212                      0.98514347
               3.1088218                      0.98508046
               3.1116223                      0.98501707
               3.1144229                       0.9849533
               3.1172234                      0.98488914
                3.120024                       0.9848246
               3.1228246                      0.98475966
               3.1256251                      0.98469433
               3.1284257                      0.98462861
               3.1312262                      0.98456248
               3.1340268                      0.98449594
               3.1368274                        0.984429
               3.1396279                      0.98436165
               3.1424285                      0.98429388
                3.145229                      0.98422569
               3.1480296                      0.98415708
               3.1508302                      0.98408805
               3.1536307                      0.98401859
               3.1564313                      0.98394869
               3.1592318                      0.98387836
               3.1620324                      0.98380759
                3.164833                      0.98373637
               3.1676335                      0.98366471
               3.1704341                       0.9835926
               3.1732346                      0.98352003
               3.1760352                        0.983447
               3.1788358                      0.98337351
               3.1816363                      0.98329956
               3.1844369                      0.98322513
               3.1872374                      0.98315023
                3.190038                      0.98307485
               3.1928386                      0.98299899
               3.1956391                      0.98292264
               3.1984397                       0.9828458
               3.2012402                      0.98276847
               3.2040408                      0.98269064
